reviewer_id,timestamp,review_content,company_name,company_type,company_size,company_address
279ac8,5 năm trước,Là phụ nữ kí hợp đồng sẽ phải cam kết không đẻ trong vòng 2 năm kể từ ngày kí hợp đồng chính thức nhé. Mình thấy đây là một cam kết khá vô nhân tính và không đúng với đặc thù ngành.,VNPAY,product,301-500,22 Láng Hạ Dong Da Ha Noi
453b2e,6 năm trước,Mong công ty tạo mã QR cho mình để đi trả mã cho các CH thật sớm.cho 3 điểm,VNPAY,product,301-500,22 Láng Hạ Dong Da Ha Noi
081d66,6 năm trước,Ở đây có hay phải OT không ae.Lương ngon không anh em,VNPAY,product,301-500,22 Láng Hạ Dong Da Ha Noi
f38346,6 năm trước,Ở đây có hay phải OT không ae.Lương ngon không anh em,VNPAY,product,301-500,22 Láng Hạ Dong Da Ha Noi
28ddea,6 năm trước,"1. lương cũng tạm ổn nhưng có vẻ thấp hơn tý so với mặt = 1 tý. bù lại là thưởng2. có nhiều thưởng vd ngày 1/9 dc 3 củ; đầu năm lì xì 1 củ, thưởng tết dương lịch 30 -&gt;50% tháng lương..., túm lại thưởng tất cả trong năm cũng = khoảng 1 tháng lương3. làm đủ 1 năm thì dc tháng 13 nữa, tổng + làm đủ 1 năm dc khoảng 14 tháng4. có bảo hiểm cao cấp cho ng thân như vợ,chồng, con (ko có cho bố,mẹ)5. lương OT tính ngon, ngày thường đâu đó 1; t7 thì 1,5; cn thì 2. chấm vân tay lúc đi, k cần chấm lúc về6. du lịch trong nc, or nc ngoài khoảng 5-6 ngày. 7. sếp thân thiện, đồng nghiệp vui vẻ.",VNPAY,product,301-500,22 Láng Hạ Dong Da Ha Noi
ea33de,6 năm trước,"OT sml, ngày nào cũng OT, được cái lương trả OT cũng cao.Mình nghe nói thế thôi...",VNPAY,product,301-500,22 Láng Hạ Dong Da Ha Noi
1ea6bd,2 năm trước,Nội dung review đã bị ẩn vì vi phạm điều khoản sử dụng!,Magenest Vietnam,outsource,1-50,102 Truong Chinh Dong Da Ha Noi
bddd4d,2 năm trước,"cty bịp, ko ăn thua, ko nên vào nhé ae",Magenest Vietnam,outsource,1-50,102 Truong Chinh Dong Da Ha Noi
7acc69,3 năm trước,"Không biết các phòng ban khác như nào nhưng mình là 1 marketer ngồi đây 10 tháng thì thấy Magenest là nơi khá là hoà đồng thân thiện. Hỗ trợ Intern 200-300$Executive tối thiểu x2Tiêu chí tuyển Marketing thì ngoài kiến thức okela, mindset tốt thì còn phải biết chịu chơi nữa. Khá là hài lòng với công việc hiện tại. Tất cả phúc lợi đều oke (Ngoại trừ làm từ 8h, sớm quá gen Z cần phải ngủ ^^ )",Magenest Vietnam,outsource,1-50,102 Truong Chinh Dong Da Ha Noi
059a6b,4 năm trước,"mình đi pv thực tập. pv tech có tâm, giải thích nhiệt tình.chị pv khá thoải mái, môi trường học hỏi tốt...có điều là phải làm bài test ở nhà trước khi pv.môi trường công ty trẻ, năng động.",Magenest Vietnam,outsource,1-50,102 Truong Chinh Dong Da Ha Noi
ba2552,5 năm trước,"Mới PV xong đang đợi KQ. Chưa thấy chổ nào PV ác như bên này =)) 15s không trả lời được là qua câu khác. Đoạn PV phần tech mà ổng không cười phát nào luôn, sợ vl. Hóng kết quả =]]",Magenest Vietnam,outsource,1-50,102 Truong Chinh Dong Da Ha Noi
be4fee,5 năm trước,"Nhà vs quá bé, chờ đợi rất mệt",Magenest Vietnam,outsource,1-50,102 Truong Chinh Dong Da Ha Noi
c3fcdc,5 năm trước,"Mình mới nghỉ đc x(x rất nhỏ) tháng và chỉ muốn nói thế này:1. Nếu bạn là sv muốn vào thực tập thì quá được luôn còn nếu muốn gắn bó lâu dài thì mình khuyên là nên tìm chỗ khác.2. Môi trường trẻ, nói chung là hòa đồng và ổn.3. Hr làm việc cứng nhắc và chán lắm.3. Đội ngũ marketing kém4. Lương khá thấp so với mặt bằng chung.",Magenest Vietnam,outsource,1-50,102 Truong Chinh Dong Da Ha Noi
1f1f4d,5 năm trước,"Thực sự công ty có cả mặt tốt và mặt xấu, mình cũng là dev và cũng đã xin nghỉ việc, thực sự muốn nhắn nhủ với cả các bạn sắp vào và các sếp như thế này- Đối với các sếp thì mình nghỉ đừng nên quá hà khắc với các bạn nhân viên, thực sự mình k quan tâm gì về những vấn đề này cho lắm, mình chỉ làm tốt công việc và chức năng, và nhiệm vụ của mình, k quan tâm tới những việc khác, nhưng mình thực sự khó chịu vì cái cách mà công ty cái gì cũng giấu giấu diếm diếm cứ có cảm giác mình k được coi trọng và k phải là một phần của công ty, và nên giúp đỡ các bạn nhiệt tình hơn là hỏi những câu ""Em đoán xem lỗi này đến từ đâu"", ""em hỏi có bị ngáo k "" pla pla các kiểu, và xin Thực sự công ty có cả mặt tốt và mặt xấu, mình cũng là dev và cũng đã xin nghỉ việc, thực sự muốn nhắn nhủ với cả các bạn sắp vào và các sếp như thế này- Đối với các sếp thì mình nghỉ đừng nên quá hà khắc với các bạn nhân viên, thực sự mình k quan tâm gì về những vấn đề này cho lắm, mình chỉ làm tốt công việc và chức năng, và nhiệm vụ của mình, k quan tâm tới những việc khác, nhưng mình thực sự khó chịu vì cái cách mà công ty cái gì cũng giấu giấu diếm diếm cứ có cảm giác mình k được coi trọng và k phải là một phần của công ty, và nên giúp đỡ các bạn nhiệt tình hơn là hỏi những câu ""Em đoán xem lỗi này đến từ đâu"", ""em hỏi có bị ngáo k "" pla pla các kiểu, và xin hãy hướng dẫn nhân viên của mình khi họ gặp khó khăn cho họ hướng đi đúng, chứ k phải vứt lại cho cái tài liệu xong rồi em đọc đi, cái đó chẳng giải quyết được vấn đề gì mà chỉ làm cho các bạn thêm ức chế hơn, và em nghỉ rằng nên điều chỉnh lại cơ cấu lương của cty đừng nên chỉ vì vài trăm ngàn hoặc 1-2 triệu mà để mất 1 bạn nhân viên tốt và tâm huyết với công ty, lúc nào cũng phải giữ được lửa của các bạn, em thấy các anh cứ làm cho các bạn bị tụt mod và dẫn đến việc các bạn bị chán nản k muốn tiếp tục làm việc nữa, và đừng nên lôi chuyện bực bội của bản thân lên trên đầu các bạn dev, vì các bạn đó k có lỗi lầm gì cả tự nhiên bị chửi mà k biết lí do tại sao hết, đây chỉ là một số ít trong các lý do em nghỉ các sếp nên thay đổi, còn lại tất cả những điều còn lại thì rất tuyệt ạ- Các bạn mới đây là nơi rất tốt cho các bạn bắt đầu vì có qui trình làm việc rất rõ ràng và chi tiết, được hướng dẫn và train rất nhiều và rất tốt, nhưng có một số thứ các bạn nên cân nhắc đó là việc phải sửa lại bug của người khác rất nhiều, tuy rằng mình k biết bug đó đến từ đâu và tại sao nó có chỉ khi mở anonate lên thì mới biết ai là người tạo ra nó và mình phải là người đi sửa lại cái bug đóThực sự công ty có cả mặt tốt và mặt xấu, mình cũng là dev và cũng đã xin nghỉ việc, thực sự muốn nhắn nhủ với cả các bạn sắp vào và các sếp như thế này- Đối với các sếp thì mình nghỉ đừng nên quá hà khắc với các bạn nhân viên, thực sự mình k quan tâm gì về những vấn đề này cho lắm, mình chỉ làm tốt công việc và chức năng, và nhiệm vụ của mình, k quan tâm tới những việc khác, nhưng mình thực sự khó chịu vì cái cách mà công ty cái gì cũng giấu giấu diếm diếm cứ có cảm giác mình k được coi trọng và k phải là một phần của công ty, và nên giúp đỡ các bạn nhiệt tình hơn là hỏi những câu ""Em đoán xem lỗi này đến từ đâu"", ""em hỏi có bị ngáo k "" pla pla các kiểu, và xin Thực sự công ty có cả mặt tốt và mặt xấu, mình cũng là dev và cũng đã xin nghỉ việc, thực sự muốn nhắn nhủ với cả các bạn sắp vào và các sếp như thế này- Đối với các sếp thì mình nghỉ đừng nên quá hà khắc với các bạn nhân viên, thực sự mình k quan tâm gì về những vấn đề này cho lắm, mình chỉ làm tốt công việc và chức năng, và nhiệm vụ của mình, k quan tâm tới những việc khác, nhưng mình thực sự khó chịu vì cái cách mà công ty cái gì cũng giấu giấu diếm diếm cứ có cảm giác mình k được coi trọng và k phải là một phần của công ty, và nên giúp đỡ các bạn nhiệt tình hơn là hỏi những câu ""Em đoán xem lỗi này đến từ đâu"", ""em hỏi có bị ngáo k "" pla pla các kiểu, và xin hãy hướng dẫn nhân viên của mình khi họ gặp khó khăn cho họ hướng đi đúng, chứ k phải vứt lại cho cái tài liệu xong rồi em đọc đi, cái đó chẳng giải quyết được vấn đề gì mà chỉ làm cho các bạn thêm ức chế hơn, và em nghỉ rằng nên điều chỉnh lại cơ cấu lương của cty đừng nên chỉ vì vài trăm ngàn hoặc 1-2 triệu mà để mất 1 bạn nhân viên tốt và tâm huyết với công ty, lúc nào cũng phải giữ được lửa của các bạn, em thấy các anh cứ làm cho các bạn bị tụt mod và dẫn đến việc các bạn bị chán nản k muốn tiếp tục làm việc nữa, và đừng nên lôi chuyện bực bội của bản thân lên trên đầu các bạn dev, vì các bạn đó k có lỗi lầm gì cả tự nhiên bị chửi mà k biết lí do tại sao hết, đây chỉ là một số ít trong các lý do em nghỉ các sếp nên thay đổi, còn lại tất cả những điều còn lại thì rất tuyệt ạ- Các bạn mới đây là nơi rất tốt cho các bạn bắt đầu vì có qui trình làm việc rất rõ ràng và chi tiết, được hướng dẫn và train rất nhiều và rất tốt, nhưng có một số thứ các bạn nên cân nhắc đó là việc phải sửa lại bug của người khác rất nhiều, tuy rằng mình k biết bug đó đến từ đâu và tại sao nó có chỉ khi mở anonate lên thì mới biết ai là người tạo ra nó và mình phải là người đi sửa lại cái bug đó, và một phần nữa đó là cơ cấu lương thấp so với mặt bằng chung vì vậy đây là môi trường tốt để học hỏi thêm kinh nghiệm và qui trình làm việc, nhưng để có cuộc sống tốt và ổn định thì k, vì lương khá thấp k đủ chi trả cho cuộc sống=&gt; Tuy k phải là tất cả nhưng cũng là một phần để cty đi lên, mong rằng công ty sẽ luôn luôn phát triển",Magenest Vietnam,outsource,1-50,102 Truong Chinh Dong Da Ha Noi
b169d5,5 năm trước,"- Công ty đã có ban bệ đủ hết rồi, vào chỉ có thể làm developer quèn mà thôi, không có cơ hội phát triển- Khồng thưởng dự án, nếu có cũng rất ít, tất cả chỉ là bánh vẽ- Phũ với nhân viên, dạo này bị dịch nên sa thải hàng loạt",Magenest Vietnam,outsource,1-50,102 Truong Chinh Dong Da Ha Noi
8137a0,5 năm trước,ĐI phỏng vấn gặp ngay cái ông phỏng vấn không chuyên nghiệp gì =))) sĩ sĩ hỏi hỏi ra vẻ ta đây =))) sửa lại câu trả lời của mình nhưng lại sửa sai =))) nói chung về công ty thì không biết ntn nhưng mấy ông phỏng vấn phải xem lại =))),Magenest Vietnam,outsource,1-50,102 Truong Chinh Dong Da Ha Noi
25df28,5 năm trước,Công ty này tốt nha mng! từ CTO đến các leader đều rất giỏi. Ở đây trình độ phát triển rõ luôn nhé. Một công ty tuyệt vời.,Magenest Vietnam,outsource,1-50,102 Truong Chinh Dong Da Ha Noi
02801b,5 năm trước,Tháng đầu hỗ trợ thực tập 3tr. Tháng sau còn 2tr @@ mình cũng ko dám ý kiến vì mới là thực tập,Magenest Vietnam,outsource,1-50,102 Truong Chinh Dong Da Ha Noi
dff684,6 năm trước,"Great company that I working for. The trainer (Eric) is AMAZING, very knowledgeableAwesome company culture , have a lot of opportunities for growth.Office have great view, near city center.Very nice overtime salary pay rate, I feel I can working last longer.So many issue, task per day. I feel a little pressure. Sometime, I need spent few hours at home to resolve some issue.",Magenest Vietnam,outsource,1-50,102 Truong Chinh Dong Da Ha Noi
1c723e,11 tháng trước,"Mọi người sẽ ngửi thấy mùi xác chết quanh người thằng này khi tiến lại gần trong bán kính 3m, nó là loài động vật ăn xác thối, quá tởm với tính cách của nó, tiểu nhân giả nhân quân tử, kền kền giả dạng đại bàng",Pan-Pacific,product,501-1000,"Nam Tu Liem, Ha Noi"
bd3794,2 năm trước,Có ai làm ở đây chưa ạ cho mình xinh review với. Công ty mới quá chưa có review nào để xem.,Pan-Pacific,product,501-1000,"Nam Tu Liem, Ha Noi"
ab3313,2 năm trước,hr làm ăn thiếu chuyên nghiệp,Pan-Pacific,product,501-1000,"Nam Tu Liem, Ha Noi"
b94211,3 năm trước,Cty này tuyển it xong chưa mọi người. 2 năm trc vô pv cái là mình hết dám quay lại luôn . mang danh it manager mà phong cách pv như hạch sách,IMC Group,outsource,1-50,Nguyen Dinh Chieu District 3 Ho Chi Minh
ebae0f,4 năm trước,"Một vài review về tập đoàn: 1. Công ty có ông sếp tổng và bọn thân cận sếp tổng rất hãm mọi người ạ. Bọn thân cận tụi nó toàn người nhà của tổng giám đốc như : em, con, ny của con, cháu....tụi nó tự cho cái quyền mọi ng khác trong tập đoàn phải nghe lời chúng nó mặc dù chúng nó chả có năng lực chuyên môn gì. 2. Lương chỉ tăng cho ai lên chức. Mà lên chức chỉ dành cho con cháu trong gia đình của sếp tổng. Khi bạn đã là con cháu sếp thì có lên cty đi dạo cũng sẽ đc kiếm 1 cái chức nào đó để đề bạt lên cao hơn. ??3. Phấn đấu ở đây cố gắng bn cũng chỉ mãi là nhân viên quèn thui nhé.4. Chỗ gửi xe nhân viên xa, đi bộ cả gần 1km. Dưới hầm gửi xe ko cho nhân viên của tập đoàn gửi.( này là theo yc của sếp tổng). 5. Mang tiếng công ty cho ăn trưa tại nhà hàng dưới tầng 1 của tòa nhà. Nhưng thực chất thay vì phải trả vào lương cho nhân viên khoản phụ cấp cơm trưa. Sếp tổng quyết định cho nhân viên ăn tại nhà hàng dưới tầng 1 đây là nhà hàng riêng của sếp , làm như vậy tiền ko phải trả nhân viên, nhà hàng riêng của sếp có doanh thu. Cơm thì chủ trương làm gì rẻ nhất có thể, chủ yếu ngày nào cũng gà vì gà rất rẻ. Gà hay ôi thui, ngày nào ăn đậu hũ chỉ có đúng 3 miếng hình vuông nhỏ, thịt bò thì hôi...nhiều ko để hết. Vì đây là công ty gia đình nên chi có các vấn đề liên quan đến gia đình sếp tổng. Còn mọi người phòng ban khác thì bình thường. Nhưng khuyên chân thật nếu ai muốn ổn định thì vào đây, còn kiểu ko biết nịnh nọt, ng có ý chí phấn đấu thì thôi né ra đỡ mất time nhé.",IMC Group,outsource,1-50,Nguyen Dinh Chieu District 3 Ho Chi Minh
03758b,4 năm trước,"Chào mọi người,Mình có buổi phỏng vấn ở công ty này. Vòng 1 gặp em trai nhân sự vui vẻ nhiệt tình. Vòng 2 thì pv gặp 3 người , 1 chị trưởng phòng nhân sự vui vẻ dễ thương và 2 anh IT trưởng , phó. Chị nhân sự nói chuyện vui vẻ, tự nhiên tới qua anh IT thì thôi, anh mặt ngầu ngồi giữa hỏi 1 câu hỏi hết trả lời được luôn, tầng 4 2 lớp làm gì? Mình nghĩ tới giờ thì hỏi mấy câu này giống như sinh viên đi thi, nên mình bỏ không pv nữa. Mình mà biết trước vậy thì ko đi pv vòng 2. Đi tốn tiền gởi xe mà vào thì cũng chả làm gì. Với người sếp như vậy thì cũng chả bao giờ làm lâu. Hỏi để chứng tỏ chứ không phải muc đích tuyển dung. Ai đi pv thì nên cân nhắc.",IMC Group,outsource,1-50,Nguyen Dinh Chieu District 3 Ho Chi Minh
c2c0ee,2 năm trước,"Công ty được cái ngày làm 7 tiếng, nghỉ t7, cn. Còn mới nên quy trình cũng chưa hoàn chỉnh. Đa phần lead trẻ nên thân thiện gần gũi gánh team. Nghe bảo cũng có lead khó tính nhưng chưa làm việc chung nên không biết. Được cái trả lương sòng phẳng đúng hạn.",Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
ddba1a,2 năm trước,Mấy review cho 5 sao khen các kiểu là do nhân viên bợ đít lên trên này rate 5 sao,Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
8d9410,2 năm trước,"Không biết các bạn Dev, QC khác đi phỏng vấn như thế nào. Thấy công ty cũng xịn xò, đẹp các thứ mà lại đưa ông ất ơ nào nhận là Trưởng phòng IT, cứ tỏ vẻ mình hiểu biết tài giỏi. Hỏi toàn mấy câu vớ vẩn, lan man chẳng có chút gì tập trung vào chuyên môn. Nói chung không có nghiệp vụ phỏng vấn và khai thác ứng viên. Chê- Lương trả theo năng lực =))). Cây này bẫy ứng viên, phỏng vấn mấy câu xàm xàm mà đòi nhìn qua là biết năng lực ứng viên",Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
b47af7,2 năm trước,Lương ở đây như nào mọi người nhỉ?,Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
e38e4a,2 năm trước,"Lương bèo, quản lý hách dịch",Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
7c01cb,2 năm trước,"Cty cùi bắp, đám quản lý trình độ như hạch mà nói chuyện như bố thiên hạ",Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
ef971d,2 năm trước,"Cty đéo có quy củ gì, phỏng vấn dev mà đưa thằng trưởng phòng IT tự xưng vào, hỏi tào lao bí đao, chắc sợ hỏi sâu chuyên môn nó đéo rep được ứng viên hay sao nên toàn hỏi mấy câu tự ỉa tự ăn.",Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
603ba1,2 năm trước,"Điểm cộng: văn phòng lớn, hiện đại, rộng rãi. Rất đẹp luônHr nhiệt tìnhĐiểm trừ: đi pv bị ông bảo vệ cựKhi pv sẽ gặp it manangerNội dung phỏng vấn gồm các câu hỏi lý thuyết ( cái này khá dễ, học bài là trả lời đc), hỏi về cách vận hành công việc, kỹ năng mềm ( cái này khiến mình bất ngờ vì có 1 số câu hỏi rất tào lao, trả lời dễ bị bắt bẻ, khinh người) , rồi hỏi linh tinh khá nhiềuNói chung cũng ổn ko đến nỗi quá tệ. Mà giờ chưa có kết quả chắc mình tạch rồi ?",Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
2da0e3,2 năm trước,"Từng đi vô phỏng vấn, trưởng phòng IT trình độ như cứt mà cũng đòi phỏng vấn. Chuyên môn thì không hỏi toàn hỏi mấy câu xàm xàm hay sợ không đủ năng lực nên không dám hỏi không biết nữa. Nói chung là nên né công ty này ra, thằng Trưởng phòng IT này nên vô đọc và chim cút cho rồi",Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
e2c1ee,2 năm trước,"Thằng trưởng phòng IT cty này nên đi học lại giáo dục công dân đi, hành xử hách dịch, thái độ lưu manh.",Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
d72a2a,2 năm trước,Phải chi vào đọc review trước thì đã đỡ tốn thời gian đi phỏng vấn. Nghe cách hỏi là biết năng lực người pv. Haiz,Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
bd64d7,2 năm trước,"Haiz, năm trước có đi pv đây, giờ thấy nổi lên quay lại review. Vô mưới đầu hai ông cầm một list các câu hỏi soạn sẵn từ đầu tới cuối. Tới đoạn hỏi tình huống, hỏi có việc mà sếp làm ngu nhưng em có thể đề xuất, em sẽ làm gì? Mình cứ nói góp ý, poc để mục đích cải thiện cho cả team, cho mọi gnười, mà ý ổng già muón phải nghe lời, xong mình ậm ừ để đó. Tech thì đợt đó hỏi còn chơi js thuần, ớn hàng",Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
e2ab73,2 năm trước,"Ai có ý định vào đây thì chạy ngay nha. Làm việc thiếu chuyên nghiệp, chính trị còn hơn mấy cty nổi tiếng nữa",Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
7f7ed5,2 năm trước,Khi bạn apply cty sẽ bắt điền một số thông tin như tại sao nghỉ cty cũ blah. Và cty chỉ tuyển culi biết nghe lời thôi nhé. Bạn mà ko phải người dễ trị là ko nhận đâu.,Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
45effe,2 năm trước,HR hãm và ảo tưởng nhất quả đất. Tự cho mình quyền đánh giá,Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
93b067,2 năm trước,"Thằng trưởng phòng IT nói chuyện kiểu sỉ nhục anh em, trình độ thì cùi bắp",Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
227fea,2 năm trước,"công ty như hạch, thằng trưởng phòng IT hành xử như lưu manh côn đồ",Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
12b334,2 năm trước,công ty có tuyển intern k vậy mn,Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
e0b999,2 năm trước,"Công ty có trụ sở trông OK phết, cơ mà khi vào phỏng vấn thì chả hiểu sao đưa một ông không có kiến thức gì hết vào phỏng vấn, toàn hỏi mấy câu kiểu trông thì có vẻ ta đây hiểu biết nhưng lại là mấy câu hỏi nhảm nhí với sai kiến thức :)) mọi người nên cẩn thận nha :))",Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
f7ca51,2 năm trước,"Phòng IT chỗ này như rẻ rách, thêm thằng trưởng phòng ng.u đ.ần thiếu i ốt",Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
43f300,2 năm trước,"Đây là JD cho các vị trí ở công ty:- Làm nhiều, chịu lương thấp- Không đc bật sếp- Cấp trên ngu thì cúi đầu xuống chấp nhận",Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
c9012d,2 năm trước,Apply FE thì như thế nào vậy mn,Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
d6aae4,2 năm trước,"ông trưởng phòng IT cty này bị ngáo quyền lực nặng, không biết nhờ đi cửa sau hay dood deed mà được cái chức trưởng phòng ở đây, trình thì như shit nhưng thái độ thì siêu cấp bố đời",Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
3d128d,2 năm trước,"Thằng trưởng phòng IT mắc cái bệnh thích làm bố thiên hạ, ai mà nghịch ý nó là nó giãy nãy như giẫm phải đinh, trong cty thì cư xử với ae như thằng trẩu, nhưng ra đường thì phong cách bần như thằng thái giám",Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
be7481,2 năm trước,Nội dung review đã bị ẩn vì vi phạm điều khoản sử dụng!,Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
306997,2 năm trước,Nội dung review đã bị ẩn vì vi phạm điều khoản sử dụng!,Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
fb8da0,2 năm trước,Nội dung review đã bị ẩn vì vi phạm điều khoản sử dụng!,Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
1c6f85,2 năm trước,"đéo có quy củ gì, đám lead cứ tưởng mình là bố thiên hạ",Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
45c192,2 năm trước,"Thối nát, đám quản lý ngáo quyền lực nặng",Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
76aa7a,2 năm trước,"Sếp lớn như bù nhìn để cho đám quản lý cấp trung mặc sức quậy, khiến nhân viên giỏi chán nản mà nghỉ việc. Đặc biệt IT có sếp D muôn năm, kiến thức yếu kém, kinh nghiệm không có nhưng cực kỳ tự cao, các em không được cãi, không được góp ý anh vì đó là công kích cá nhân. Đánh bida, chơi cầu lông cũng không được thắng anh nha mấy đứa, anh ghim anh đì chết mẹ tụi bây. BBC Incorp mang danh quốc tế để lừa khách, trốn thuế chứ cũng là công ty gia đình của Gleads. Điểm cộng là công ty trả lương đúng hạn, thưởng lễ tết, quà trung thu, company trip rõ ràng. Benefit công ty không tệ nhưng môi trường ức chế, sếp lớn nhắm mắt làm ngơ cho đám dưới làm càng.",Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
f4072f,2 năm trước,Nội dung review đã bị ẩn vì vi phạm điều khoản sử dụng!,Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
c4775f,2 năm trước,"Ngắn gọn thôi: Ban giám đốc với quản lý ngu như bò, không làm được trò trống mẹ gì hết. Xì kai bớt chỉa mỏ vô việc công ty lại thì còn có cơ hội đi lên. Đuổi mẹ đám quản lý bất tài giùm cái",Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
2f11fc,3 năm trước,"Công ty có bàn bi léc chất lượng, ai cũng luôn vui vẻ, có lúc hông vui",Gleads Vietnam,product,1-50,"District 7, Ho Chi Minh"
c937c3,11 tháng trước,Xin review công ty hiện tại để em ap cv ạ,TechAsians,outsource,51-150,"Thanh Xuan, Ha Noi"
cca61e,1 năm trước,Cty toàn thằng ngu thôi ae đừng vào,TechAsians,outsource,51-150,"Thanh Xuan, Ha Noi"
7dd036,2 năm trước,"Công ty như kẹc, toàn anh em chơi với nhau mà vừa tính nhau thì được đề bạt các thứ ghê lắm, chứ làm mất lòng mấy tg bạn thân của bọn nó trong này thì khả năng ra đường là cao. Nói chung công ty này toàn bọn anh em chơi thân với nhau thì ok lắm, code như lìn mà cũng đòi bày đặt bố đời, ko nên vào công ty này nếu như bạn đã có trình vì chúng nó sẽ chỉ coi bạn như rác rưởi thôi. Còn ae mới thì vào đây cho biết mùi code bẩn thế nào nhé",TechAsians,outsource,51-150,"Thanh Xuan, Ha Noi"
aad228,2 năm trước,"Nhờ có cty mình mới gặp đc Thơm, e là 1 người làm cho a rung động sau 23 mùa xuân, cảm ơn sếp đã tạo điều kiện cho 2 ta đc bên nhau, cảm ơn công ty, iu công ty nhìu",TechAsians,outsource,51-150,"Thanh Xuan, Ha Noi"
525ed5,2 năm trước,"Cty như shit, ae nên né",TechAsians,outsource,51-150,"Thanh Xuan, Ha Noi"
e4dd17,2 năm trước,cty như shit né ngay!,TechAsians,outsource,51-150,"Thanh Xuan, Ha Noi"
1f25ff,2 năm trước,"chỗ này sida vl, mấy cu em ko nên apply vào đây nhé, người có kinh nghiệm thì lại càng ko nên vào đây, vì sao? vì ở đây toàn bọn ngu mà tự nâng bi như đúng rồi :D né nhanh còn kịp",TechAsians,outsource,51-150,"Thanh Xuan, Ha Noi"
5b0757,3 năm trước,"Phỏng vấn intern bị tạch, sang công ty khác pass fresher. Cty khá căng :))))",TechAsians,outsource,51-150,"Thanh Xuan, Ha Noi"
684aab,3 năm trước,"chẳng là , công ti tôi phá sản , và cụ thể tôi cbi pv junior reactjs ở đây , mong mn cho xin ít review về môi trường , cách làm việc , và lương lậu có được k ạ",TechAsians,outsource,51-150,"Thanh Xuan, Ha Noi"
9ea198,5 năm trước,thấy sếp công ty này với mấy ông hay đi cùng béo vãi. Chắc ở cty lắm đồ ăn vặt =)),TechAsians,outsource,51-150,"Thanh Xuan, Ha Noi"
31344e,5 năm trước,Tôi đi rất nhiều công ty rồi mà chưa thấy công ty nào ăn nhiều ntn... giờ đây tôi đã gần 100kg. mà cty k có chính sách giảm béo cho tôi.,TechAsians,outsource,51-150,"Thanh Xuan, Ha Noi"
6eeb5d,5 năm trước,Bác nào từng phỏng vấn hay làm việc ở công ty này rồi cho em xin ít review với ạ.,TechAsians,outsource,51-150,"Thanh Xuan, Ha Noi"
5cfe18,5 năm trước,"Mọi người cho e xin ít review công tâm ở đây với ạ, e định nộp vô mà kb ntn và kinh nghiệm phỏng vấn nữa khó dễ thế nào nữa ạ ?. Please.",TechAsians,outsource,51-150,"Thanh Xuan, Ha Noi"
ba5de4,5 năm trước,"Công ty hướng dẫn tận tình, cụ thể, training on job giúp em phát triển rất nhiều. Ngoài ra thì cho ăn nhiều quá nên giờ e tăng cân k giữ được mình nữa :)))",TechAsians,outsource,51-150,"Thanh Xuan, Ha Noi"
a9c3e8,5 năm trước,Công ty toàn 9x còn non kinh nghiệm nhưng nhiệt tình năng động dễ học hỏi thăng tiến khá phù hợp với mình,TechAsians,outsource,51-150,"Thanh Xuan, Ha Noi"
322740,5 năm trước,"Công ty được cái ăn nhiều, ăn suốt ngàyCông việc thì phải nói là ai thích lên level thì cứ vào. thích nhàn thì thôi",TechAsians,outsource,51-150,"Thanh Xuan, Ha Noi"
d9cb28,5 năm trước,"Công ty chính sách ổn, lương thưởng hấp dẫn, môi trường thoải mái phù hợp với các bạn năng động và chăm chỉ",TechAsians,outsource,51-150,"Thanh Xuan, Ha Noi"
