reviewer_id,timestamp,review_content,company_name,company_type,company_size,company_address,review_content_cleaned,is_review_gpt-5,is_review_gpt-oss-120b,human_verified,Huy_verified
66600000,2 năm trước,"Môi trường lv tươi trẻ, thưởng tốt và đáng cống hiến lâu dài",Ngân hàng TMCP Sài Gòn - Hà Nội (SHB),outsource,151-300,77 Trần Hưng Đạo Hoan Kiem Ha Noi,"môi trường lv tươi trẻ, thưởng tốt và đáng cống hiến lâu dài",TRUE,TRUE,,
a6b2e8,2 năm trước,làm SHB năm thứ 11 mới thấy ko đâu bằng nơi này mn ạ!,Ngân hàng TMCP Sài Gòn - Hà Nội (SHB),outsource,151-300,77 Trần Hưng Đạo Hoan Kiem Ha Noi,làm shb năm thứ 11 mới thấy không đâu bằng nơi này mọi người ạ!,TRUE,TRUE,,
b3fe12,2 năm trước,Cá nhân mình thấy SHB có chế độ thưởng tốt trong ngành bank,Ngân hàng TMCP Sài Gòn - Hà Nội (SHB),outsource,151-300,77 Trần Hưng Đạo Hoan Kiem Ha Noi,cá nhân mình thấy shb có chế độ thưởng tốt trong ngành bank,TRUE,TRUE,,
927a08,2 năm trước,SHB 10 điểm ko có nhưng mn nha,Ngân hàng TMCP Sài Gòn - Hà Nội (SHB),outsource,151-300,77 Trần Hưng Đạo Hoan Kiem Ha Noi,shb 10 điểm không có nhưng mọi người nha,TRUE,FALSE,X,TRUE
84b44a,2 năm trước,Mình vào từ khi SHB mới ra đời. Thực sự đã gắn bó và rất muốn lv tại SHB lâu hơn nữa là mn tự hiểu nha,Ngân hàng TMCP Sài Gòn - Hà Nội (SHB),outsource,151-300,77 Trần Hưng Đạo Hoan Kiem Ha Noi,mình vào từ khi shb mới ra đời. thực sự đã gắn bó và rất muốn lv tại shb lâu hơn nữa là mọi người tự hiểu nha,TRUE,TRUE,,
c4eeee,2 năm trước,Cùng vote cho SHB là nơi đáng lv nhất năm nào mn ơi,Ngân hàng TMCP Sài Gòn - Hà Nội (SHB),outsource,151-300,77 Trần Hưng Đạo Hoan Kiem Ha Noi,cùng vote cho shb là nơi đáng lv nhất năm nào mọi người ơi,TRUE,FALSE,X,TRUE
62fcfe,3 năm trước,"Môi trường làm việc đúng kiểu nhất hậu duệ nhì quan hệ quá cả nhà nước ạ :))Trưởng phòng mình là cháu sếp nên vừa n.g.u lại còn tỏ ra nguy hiểm, chửi bậy như hát hay, nói chung là hãm ạ!điểm cộng duy nhất: thưởng khá xông xênh",Ngân hàng TMCP Sài Gòn - Hà Nội (SHB),outsource,151-300,77 Trần Hưng Đạo Hoan Kiem Ha Noi,"môi trường làm việc đúng kiểu nhất hậu duệ nhì quan hệ quá cả nhà nước ạ trưởng phòng mình là cháu sếp nên vừa n. g. u lại còn tỏ ra nguy hiểm, chửi bậy như hát hay, nói chung là hãm ạ! điểm cộng duy nhất thưởng khá xông xênh",TRUE,TRUE,,
4e701f,4 năm trước,"Phỏng vấn ở đây hơn 1 tuần sau mới thấy hr gọi điện báo pass, deal được max 28 net. May mà mình nhận offer bên khác rồi nên từ chối luôn, vào đọc review hết hồn",Ngân hàng TMCP Sài Gòn - Hà Nội (SHB),outsource,151-300,77 Trần Hưng Đạo Hoan Kiem Ha Noi,"phỏng vấn ở đây hơn 1 tuần sau mới thấy hr gọi điện báo pass, deal được max 28 net. may mà mình nhận offer bên khác rồi nên từ chối luôn, vào đọc review hết hồn",TRUE,TRUE,,
bbab43,4 năm trước,"Hr yêu cầu mình cung cấp bằng cấp, sao kê tiền lương sau đó không có phản hồi về kết quả dù chính thức qua email hay unofficial qua điện thoại hay tin nhắn. Cách làm việc không đoàn hoàng và thực sự thiếu chuyên nghiệp..",Ngân hàng TMCP Sài Gòn - Hà Nội (SHB),outsource,151-300,77 Trần Hưng Đạo Hoan Kiem Ha Noi,"hr yêu cầu mình cung cấp bằng cấp, sao kê tiền lương sau đó không có phản hồi về kết quả dù chính thức qua email hay unofficial qua điện thoại hay tin nhắn. cách làm việc không đoàn hoàng và thực sự thiếu chuyên nghiệp.",TRUE,TRUE,,
f27ae8,4 năm trước,"Hr và nhìn chung cả công ty rất rất rất thiếu chuyên nghiệp, không phản hồi kết quả phỏng vấn..",Ngân hàng TMCP Sài Gòn - Hà Nội (SHB),outsource,151-300,77 Trần Hưng Đạo Hoan Kiem Ha Noi,"hr và nhìn chung cả công ty rất rất rất thiếu chuyên nghiệp, không phản hồi kết quả phỏng vấn.",TRUE,TRUE,,
3e1562,4 năm trước,"Lên group fb đăng tuyển, việc tối thiểu phản hồi lại mail cũng ko làm được. HR ko chuyên nghiệp",Ngân hàng TMCP Sài Gòn - Hà Nội (SHB),outsource,151-300,77 Trần Hưng Đạo Hoan Kiem Ha Noi,"lên group fb đăng tuyển, việc tối thiểu phản hồi lại mail cũng không làm được. hr không chuyên nghiệp",TRUE,TRUE,,
5bef13,4 năm trước,Nếu bạn muốn học nghiệp vụ bank thì mình không có cmt gì. Nhưng nếu bạn là lập trình viên và muốn phát triển với nghề thì bỏ đi mà làm người các bạn nhé!Mấy bạn làm ở cty nào đó mà được phái đi onsite ở đây hoặc MBB thì cũng bỏ đi mà làm người nhé. Ngắn gọn thế cho nhanh :D,Ngân hàng TMCP Sài Gòn - Hà Nội (SHB),outsource,151-300,77 Trần Hưng Đạo Hoan Kiem Ha Noi,nếu bạn muốn học nghiệp vụ bank thì mình không có cmt gì. nhưng nếu bạn là lập trình viên và muốn phát triển với nghề thì bỏ đi mà làm người các bạn nhé! mấy bạn làm ở công ty nào đó mà được phái đi onsite ở đây hoặc mbb thì cũng bỏ đi mà làm người nhé. ngắn gọn thế cho nhanh,TRUE,FALSE,X,TRUE
1cee50,4 năm trước,Các bạn đã từng phải bật khóc vì uất ức khi làm việc cùng đồng nghiệp chưa?Nếu chưa thì vào TTPT của SHB sẽ thấy nhé.,Ngân hàng TMCP Sài Gòn - Hà Nội (SHB),outsource,151-300,77 Trần Hưng Đạo Hoan Kiem Ha Noi,các bạn đã từng phải bật khóc vì uất ức khi làm việc cùng đồng nghiệp chưa? nếu chưa thì vào ttpt của shb sẽ thấy nhé.,TRUE,FALSE,X,TRUE
a1e533,4 năm trước,"Có dịp ngồi onsite bên này ngồi Tầng 5 bên hàn thuyên, đinh vào dự án có thằng dbrr đức, thằng này khôn lỏi, bố đời nhưng lại cực kì ngu thích thể hiện, chỗ ngồi thì ồn ào lúc nào cũng cãi nhau như cái chợ vỡ, thôi thôi té cho nhanh.",Ngân hàng TMCP Sài Gòn - Hà Nội (SHB),outsource,151-300,77 Trần Hưng Đạo Hoan Kiem Ha Noi,"có dịp ngồi onsite bên này ngồi tầng 5 bên hàn thuyên, đinh vào dự án có thằng dbrr đức, thằng này khôn lỏi, bố đời nhưng lại cực kì ngu thích thể hiện, chỗ ngồi thì ồn ào lúc nào cũng cãi nhau như cái chợ vỡ, thôi thôi té cho nhanh.",TRUE,TRUE,,
4f3298,4 năm trước,"Lương thưởng bên này thế nào ae cuối năm có được thưởng 3,4 tháng ko v.thấy bảo dự án bên này thuê outsource hết chắc toàn hốt shit ko nhỉ.",Ngân hàng TMCP Sài Gòn - Hà Nội (SHB),outsource,151-300,77 Trần Hưng Đạo Hoan Kiem Ha Noi,"lương thưởng bên này thế nào anh em cuối năm có được thưởng 3,4 tháng không v. thấy bảo dự án bên này thuê outsource hết chắc toàn hốt shit không nhỉ.",FALSE,FALSE,,
7cdf84,5 năm trước,"- Lương 25 net, công việc chủ yếu là đi hốt shit từ các dự án cũ.- Trình độ dev nói chung không cao.- Quy trình gần như không có và quản lý rất kém.- Lương KPI bất cậpƯu điểm: - Được hỗ trợ tiền gửi xe- Sếp tâm lý- Giờ giấc thoải mái",Ngân hàng TMCP Sài Gòn - Hà Nội (SHB),outsource,151-300,77 Trần Hưng Đạo Hoan Kiem Ha Noi,"lương 25 net, công việc chủ yếu là đi hốt shit từ các dự án cũ. trình độ dev nói chung không cao. quy trình gần như không có và quản lý rất kém. lương kpi bất cậpưu điểm được hỗ trợ tiền gửi xe sếp tâm lý giờ giấc thoải mái",TRUE,TRUE,,
c9a190,5 năm trước,"- Chia lương thành 2 khoản, lương cứng và lương KPI. Lương cứng thì không nói, lương KPI đúng kiểu cá nằm trên thớt, cty thích trừ thích hold thế nào thì tùy, và bạn có làm xịt khói đầu cũng gần như không có 100% đâu ( luật rừng rồi)- Hiện tại hold 1/2 lương kpi hàng tháng đến tháng 2 của quý sau mới trả ( lúc nào bạn cũng bị giữ ít nhất 1/2 lương kpi của 2 tháng) nói là chờ chính sách lương 2020 có rồi tính chứ không nói khi nào trả và nghỉ việc thì có được trả chỗ đã hold hay không và khi có chính sách lương 2020 thì có hold tiếp để chờ 2021 không :v. Tháng làm việc cuối cùng sẽ không có lương kpi. - Giấy tờ thủ tục nghỉ việc, hợp đồng chính thức phải tự làm chứ không có HR làm hộ mà ký đâu nhé, quy trình thủ tục cái gì cũng siêu lằng nhằng thể hiện tinh thần lười thay đổi rườm rà mất thời gian toàn việc đâu đâu.À còn nữa :v khi bạn đọc bảng lương ở đây bạn sẽ có dịp vận dụng 10 thành công lực và trí lực để đọc mà vẫn éo hiểu gì, đến khi nhờ người giải thích thì mỗi lần bạn lại khám phá ra 1 thủ thuật trừ tiền lương thực thu của bạn :v quả là một loại hưởng thụ :) Công ty muốn nhân viên cống hiến cháy hết mình thì trước hết phải đảm bảo được đời sống cho anh em đã, nếu khó khăn phải cắt giảm tiền lương hay trợ cấp thì ít nhất cũng làm sao cho họ thấy họ được tôn trọng đã. Cứ cài cắm câu chữ, trừ tiền vặt vãnh, trù dập cá nhân thì........ :) ""Mặt nạ anh rơi, trò chơi kết thúc,Chúc anh hạnh phúc, bên người anh yêu :) ""Em thì e xin giơ tay rút lui thôi :v trách ai bây giờ đây, ú ú ú :)MỘT SAO :)",Ngân hàng TMCP Sài Gòn - Hà Nội (SHB),outsource,151-300,77 Trần Hưng Đạo Hoan Kiem Ha Noi,"chia lương thành 2 khoản, lương cứng và lương kpi. lương cứng thì không nói, lương kpi đúng kiểu cá nằm trên thớt, công ty thích trừ thích hold thế nào thì tùy, và bạn có làm xịt khói đầu cũng gần như không có 100 đâu luật rừng rồi hiện tại hold 1 2 lương kpi hàng tháng đến tháng 2 của quý sau mới trả lúc nào bạn cũng bị giữ ít nhất 1 2 lương kpi của 2 tháng nói là chờ chính sách lương 2020 có rồi tính chứ không nói khi nào trả và nghỉ việc thì có được trả chỗ đã hold hay không và khi có chính sách lương 2020 thì có hold tiếp để chờ 2021 không . tháng làm việc cuối cùng sẽ không có lương kpi. giấy tờ thủ tục nghỉ việc, hợp đồng chính thức phải tự làm chứ không có hr làm hộ mà ký đâu nhé, quy trình thủ tục cái gì cũng siêu lằng nhằng thể hiện tinh thần lười thay đổi rườm rà mất thời gian toàn việc đâu đâu. à còn nữa khi bạn đọc bảng lương ở đây bạn sẽ có dịp vận dụng 10 thành công lực và trí lực để đọc mà vẫn éo hiểu gì, đến khi nhờ người giải thích thì mỗi lần bạn lại khám phá ra 1 thủ thuật trừ tiền lương thực thu của bạn quả là một loại hưởng thụ công ty muốn nhân viên cống hiến cháy hết mình thì trước hết phải đảm bảo được đời sống cho anh em đã, nếu khó khăn phải cắt giảm tiền lương hay trợ cấp thì ít nhất cũng làm sao cho họ thấy họ được tôn trọng đã. cứ cài cắm câu chữ, trừ tiền vặt vãnh, trù dập cá nhân thì. mặt nạ anh rơi, trò chơi kết thúc, chúc anh hạnh phúc, bên người anh yêu em thì e xin giơ tay rút lui thôi trách ai bây giờ đây, ú ú ú một sao",TRUE,TRUE,,
4de5cc,5 năm trước,Thiếu chỗ gửi xe cho nhân viênVăn hóa thiên hướng ngân hàng/quan hệ,Ngân hàng TMCP Sài Gòn - Hà Nội (SHB),outsource,151-300,77 Trần Hưng Đạo Hoan Kiem Ha Noi,thiếu chỗ gửi xe cho nhân viênvăn hóa thiên hướng ngân hàng quan hệ,TRUE,TRUE,,
414ee0,4 năm trước,"mkt có barem lương rồi nha cỡ 12 triệu nếu chê ít thì Mr Rũng sẽ lấy cục ""thưởng mấy trăm triệu cuối năm"" ra khè ứng viên, phòng mkt như hạch nhân viên ra vào như đi chợ vì người mới vô xong thấy môi trường là té chạy :))) hồi đợt mình vào, mình chưa kịp kí cái hđ thử việc nữa là ông nhân sự tuyển mình đã nghỉ việc rồi :v mấy bạn có thể xem trên các trang vietnamworks careerbuilder là sẽ thấy cái trường này tuyển dụng quanh năm suốt tháng luôn :)))",WASS,product,51-150,157 Ly Chinh Thang District 3 Ho Chi Minh,"marketing có barem lương rồi nha cỡ 12 triệu nếu chê ít thì mr rũng sẽ lấy cục thưởng mấy trăm triệu cuối năm ra khè ứng viên, phòng marketing như hạch nhân viên ra vào như đi chợ vì người mới vô ng thấy môi trường là té chạy hồi đợt mình vào, mình chưa kịp kí cái hđ thử việc nữa là ông nhân sự tuyển mình đã nghỉ việc rồi mấy bạn có thể xem trên các trang vietnamworks careerbuilder là sẽ thấy cái trường này tuyển dụng quanh năm suốt tháng luôn",TRUE,TRUE,,
349954,5 năm trước,Mọi người ơi có nên cho bé học ở đây không vậy??? Đọc cmt hoang mang quá huhu,WASS,product,51-150,157 Ly Chinh Thang District 3 Ho Chi Minh,mọi người ơi có nên cho bé học ở đây không vậy??? đọc cmt hoang mang quá huhu,FALSE,FALSE,,
9249f2,1 năm trước,cho hỏi senior QC vào đây lương khoảng bao nhiêu các bác?,MONEY FORWARD VIỆT NAM,product,51-150,"21 Dreamplex 1, 21 Nguyen Trung Ngan District 1 Ho Chi Minh",cho hỏi senior qc vào đây lương khoảng bao nhiêu các bác?,FALSE,FALSE,,
d6bfd0,2 năm trước,"Mình mới đi pv ở đây xong, mới bước vào thấy văn phòng khá đẹp và xịn, chị HR cũng ok, vào pv thì có 1 anh sublead pv mình, nch ok, thiện cảm. Mọi thứ đều ổn cho đến khi thằng leader bước vào, mặt thì kiểu cứ khinh khỉnh ra, mình chào thì đéo chào lại, ngồi dự cũng chả hỏi câu nào mà kiểu thi thoảng chứ đớp đớp 1 vài câu thể hiện. Nói chung nhìn thái độ rất là ghét. Đến lúc pv mình xong thì nhấc đít đứng dậy ra ngoài mà k nói câu nào....còn mình vs a sublead ở lại nch tiếp. Nay mình nhận đc call báo pv vòng 2 vs DM, chắc là pass nhưng đọc review thấy ngán quá với cả đặc biệt thằng leader kia hãm k muốn vào.",MONEY FORWARD VIỆT NAM,product,51-150,"21 Dreamplex 1, 21 Nguyen Trung Ngan District 1 Ho Chi Minh","mình mới đi phỏng vấn ở đây ng, mới bước vào thấy văn phòng khá đẹp và xịn, chị hr cũng ok, vào phỏng vấn thì có 1 anh sublead phỏng vấn mình, nch ok, thiện cảm. mọi thứ đều ổn cho đến khi thằng leader bước vào, mặt thì kiểu cứ khinh khỉnh ra, mình chào thì đéo chào lại, ngồi dự cũng chả hỏi câu nào mà kiểu thi thoảng chứ đớp đớp 1 vài câu thể hiện. nói chung nhìn thái độ rất là ghét. đến lúc phỏng vấn mình ng thì nhấc đít đứng dậy ra ngoài mà không nói câu nào. còn mình vs a sublead ở lại nch tiếp. nay mình nhận được call báo phỏng vấn vòng 2 vs dm, chắc là pass nhưng đọc review thấy ngán quá với cả đặc biệt thằng leader kia hãm không muốn vào.",TRUE,TRUE,,
c06207,2 năm trước,Hi vọng cty mau sập chứ mẹ toàn bài nâng bi làm bề nổi chứ ở trong dự án như con cak. Đéo có gì hay.,MONEY FORWARD VIỆT NAM,product,51-150,"21 Dreamplex 1, 21 Nguyen Trung Ngan District 1 Ho Chi Minh",hi vọng công ty mau sập chứ mẹ toàn bài nâng bi làm bề nổi chứ ở trong dự án như con cak. đéo có gì hay.,TRUE,TRUE,,
49d300,2 năm trước,Công ty sida phỏng vấn xong cũng không có nổi email thông báo kết quả,MONEY FORWARD VIỆT NAM,product,51-150,"21 Dreamplex 1, 21 Nguyen Trung Ngan District 1 Ho Chi Minh",công ty sida phỏng vấn ng cũng không có nổi email thông báo kết quả,TRUE,TRUE,,
2bdf7f,2 năm trước,"Bạn A giỏi giang tầm nào không rõ nhưng khinh thường người khác ra mặt.HR W đã progress phỏng vấn ứng viên đó rồi, pv xong vẫn tiếp tục gửi msg mời pv. Cty không có kho hồ sơ ứng viên mà thiếu chuyên nghiệp vậy.",MONEY FORWARD VIỆT NAM,product,51-150,"21 Dreamplex 1, 21 Nguyen Trung Ngan District 1 Ho Chi Minh","bạn a giỏi giang tầm nào không rõ nhưng khinh thường người khác ra mặt. hr w đã progress phỏng vấn ứng viên đó rồi, phỏng vấn ng vẫn tiếp tục gửi msg mời phỏng vấn. công ty không có kho hồ sơ ứng viên mà thiếu chuyên nghiệp vậy.",TRUE,TRUE,,
8cea40,2 năm trước,"Công ty DM đông nhưng ko ai có gì nổi bật, có thể nói là ko cần tới họ cũng được. Công ty thuê họ và pay the salary rất cao cho họ nhưng ko thấy họ đóng góp được gì cho công ty, dù vậy họ lại khá chăm chỉ trong việc dành thời gian đi dò xét từng nhân viên. Là 1 tech company nhưng bộ phận văn hoá và phong trào của công ty lại hoạt động sôi nổi nhất, không thấy các DM hay các lead nói nhiều về tech, có thể nói là họ khá mù mờ về tech, chỉ làm việc theo lối mòn, gần như ko cập nhật công nghệ mới or ko biết để cập nhật. Ai có interview nhớ thoả thuận lương cao nhất có thể nha. Review 2 lần nhưng tăng ít. Đừng ham cái mác review 2 lần. Mình làm ở đây 1 thời gian và thấy không thể phát triển được ở môi trường này nên cũng đã quit. Các bạn cân nhắc cho tương lai của mình khi bỏ thanh xuân để làm việc ở môi trường làm việc khá toxic này.",MONEY FORWARD VIỆT NAM,product,51-150,"21 Dreamplex 1, 21 Nguyen Trung Ngan District 1 Ho Chi Minh","công ty dm đông nhưng không ai có gì nổi bật, có thể nói là không cần tới họ cũng được. công ty thuê họ và pay the salary rất cao cho họ nhưng không thấy họ đóng góp được gì cho công ty, dù vậy họ lại khá chăm chỉ trong việc dành thời gian đi dò xét từng nhân viên. là 1 tech company nhưng bộ phận văn hoá và phong trào của công ty lại hoạt động sôi nổi nhất, không thấy các dm hay các lead nói nhiều về tech, có thể nói là họ khá mù mờ về tech, chỉ làm việc theo lối mòn, gần như không cập nhật công nghệ mới or không biết để cập nhật. ai có interview nhớ thoả thuận lương cao nhất có thể nha. review 2 lần nhưng tăng ít. đừng ham cái mác review 2 lần. mình làm ở đây 1 thời gian và thấy không thể phát triển được ở môi trường này nên cũng đã quit. các bạn cân nhắc cho tương lai của mình khi bỏ thanh xuân để làm việc ở môi trường làm việc khá toxic này.",TRUE,TRUE,,
0fb412,2 năm trước,Thấy đăng thấy rank lương cũng hấp dẫn mà vào đọc cmt thấy hú hồn bạt mạng không dám gửi CVsCTY gì mà để ngta chửi ròng rã lâu vậy trời....,MONEY FORWARD VIỆT NAM,product,51-150,"21 Dreamplex 1, 21 Nguyen Trung Ngan District 1 Ho Chi Minh",thấy đăng thấy rank lương cũng hấp dẫn mà vào đọc cmt thấy hú hồn bạt mạng không dám gửi cvscty gì mà để ngta chửi ròng rã lâu vậy trời.,FALSE,FALSE,,
bd4538,2 năm trước,"Nghe nói làm dev ở đây cũng nhàn, đặc biệt là dev rails ngoài làm chính thức ở công còn freelance 4 5 cái project nữa",MONEY FORWARD VIỆT NAM,product,51-150,"21 Dreamplex 1, 21 Nguyen Trung Ngan District 1 Ho Chi Minh","nghe nói làm dev ở đây cũng nhàn, đặc biệt là dev rails ngoài làm chính thức ở công còn freelance 4 5 cái project nữa",FALSE,TRUE,X,FALSE
d6da97,2 năm trước,Đầy đủ công cụ lv chịu khó đầu tư,MONEY FORWARD VIỆT NAM,product,51-150,"21 Dreamplex 1, 21 Nguyen Trung Ngan District 1 Ho Chi Minh",đầy đủ công cụ lv chịu khó đầu tư,TRUE,TRUE,,
f62d48,2 năm trước,"Dự án vui Mọi người đều chịu khó làm việc , thoải mái trao đổi . Hi vọng gắn bó lâu dài",MONEY FORWARD VIỆT NAM,product,51-150,"21 Dreamplex 1, 21 Nguyen Trung Ngan District 1 Ho Chi Minh","dự án vui mọi người đều chịu khó làm việc , thoải mái trao đổi . hi vọng gắn bó lâu dài",TRUE,TRUE,,
d2d3fd,2 năm trước,,MONEY FORWARD VIỆT NAM,product,51-150,"21 Dreamplex 1, 21 Nguyen Trung Ngan District 1 Ho Chi Minh",chế độ hybrid lương công bằng có bất cập nhưng vẫn tạm chấp nhận được,TRUE,TRUE,,
ced987,2 năm trước,bàn ghế rất tốt hiếm cty nào được vậy. Mac xịn. mỗi cái họp tập đoàn lâu quá,MONEY FORWARD VIỆT NAM,product,51-150,"21 Dreamplex 1, 21 Nguyen Trung Ngan District 1 Ho Chi Minh",bàn ghế rất tốt hiếm công ty nào được vậy. mac xịn. mỗi cái họp tập đoàn lâu quá,TRUE,TRUE,,
be8040,2 năm trước,Xin review về đội test ở HN,MONEY FORWARD VIỆT NAM,product,51-150,"21 Dreamplex 1, 21 Nguyen Trung Ngan District 1 Ho Chi Minh",xin review về đội test ở hn,FALSE,FALSE,,
f56ff5,2 năm trước,"Mới được tháng làm việc Rất may mắn được làm việc tại công ty , rất hi vọng công ty ngày càng phát triển , rất mong được gắn bó lâu dài tại HN",MONEY FORWARD VIỆT NAM,product,51-150,"21 Dreamplex 1, 21 Nguyen Trung Ngan District 1 Ho Chi Minh","mới được tháng làm việc rất may mắn được làm việc tại công ty , rất hi vọng công ty ngày càng phát triển , rất mong được gắn bó lâu dài tại hn",TRUE,TRUE,,
dfb9d3,3 năm trước,Công ty kỳ kèo từng đồng với ứng cử viên. Cắt xén ăn bớt. Làm như dị thì mút mù cũng ko ai apply vào đâu. Cạch mặt cty. Các bác cứ nghĩ tiền của các bác nó còn ăn bớt thì nó còn ăn bớt nhiều thứ khác. HR làm ăn như vậy ko phải là tiết kiệm trong công ty mà là đang đưa danh tiếng công ty vào sọt rác hiểu ko các bạn HR.,MONEY FORWARD VIỆT NAM,product,51-150,"21 Dreamplex 1, 21 Nguyen Trung Ngan District 1 Ho Chi Minh",công ty kỳ kèo từng đồng với ứng cử viên. cắt xén ăn bớt. làm như dị thì mút mù cũng không ai apply vào đâu. cạch mặt công ty. các bác cứ nghĩ tiền của các bác nó còn ăn bớt thì nó còn ăn bớt nhiều thứ khác. hr làm ăn như vậy không phải là tiết kiệm trong công ty mà là đang đưa danh tiếng công ty vào sọt rác hiểu không các bạn hr.,TRUE,TRUE,,
fc2d01,3 năm trước,"Haha, vậy mà sao con đ.ĩ HR bên này lên Linkedin gào thét tuyển dụng quá trời kìa.",MONEY FORWARD VIỆT NAM,product,51-150,"21 Dreamplex 1, 21 Nguyen Trung Ngan District 1 Ho Chi Minh",", vậy mà sao con đ. ĩ hr bên này lên linkedin gào thét tuyển dụng quá trời kìa.",FALSE,TRUE,X,TRUE
86be3a,3 năm trước,"Chả hiểu cty kiểu gì tô vẽ làm màu kinh lắm văn hoá nọ kia, mà pvan xong ko báo 1 câu, hỏi đi hỏi lại 3 lần kêu chưa có kết quả. Cuối cùng đợi nửa năm vẫn chưa ra kết quả =)))",MONEY FORWARD VIỆT NAM,product,51-150,"21 Dreamplex 1, 21 Nguyen Trung Ngan District 1 Ho Chi Minh","chả hiểu công ty kiểu gì tô vẽ làm màu kinh lắm văn hoá nọ kia, mà phỏng vấn ng không báo 1 câu, hỏi đi hỏi lại 3 lần kêu chưa có kết quả. cuối cùng đợi nửa năm vẫn chưa ra kết quả",TRUE,TRUE,,
ef92dc,3 năm trước,Qua tâm sự dev đi hóng ngon hơn bên đây ít cập nhật quá,MONEY FORWARD VIỆT NAM,product,51-150,"21 Dreamplex 1, 21 Nguyen Trung Ngan District 1 Ho Chi Minh",qua tâm sự dev đi hóng ngon hơn bên đây ít cập nhật quá,FALSE,FALSE,,
d98fd8,3 năm trước,"Mới có CTO trẻ khoẻ rồi, cố lên anh em ơi",MONEY FORWARD VIỆT NAM,product,51-150,"21 Dreamplex 1, 21 Nguyen Trung Ngan District 1 Ho Chi Minh","mới có cto trẻ khoẻ rồi, cố lên anh em ơi",FALSE,TRUE,X,TRUE
606353,3 năm trước,Công ty gì mà người mới làm được vài tuần thì chuồn hết trơn. Vậy thôi tự hiểu.,MONEY FORWARD VIỆT NAM,product,51-150,"21 Dreamplex 1, 21 Nguyen Trung Ngan District 1 Ho Chi Minh",công ty gì mà người mới làm được vài tuần thì chuồn hết trơn. vậy thôi tự hiểu.,TRUE,TRUE,,
4af0f0,3 năm trước,"Công ty lương cao, đang làm dev golang bên này nhè anh en",MONEY FORWARD VIỆT NAM,product,51-150,"21 Dreamplex 1, 21 Nguyen Trung Ngan District 1 Ho Chi Minh","công ty lương cao, đang làm dev golang bên này nhè anh en",TRUE,TRUE,,
ea5b19,3 năm trước,Nên vào đây ko các bác. năm rồi fail vòng deal lương ko dc. họ reject năm nay định apply lại? sao thấy toàn feedback hơi sợ =)),MONEY FORWARD VIỆT NAM,product,51-150,"21 Dreamplex 1, 21 Nguyen Trung Ngan District 1 Ho Chi Minh",nên vào đây không các bác. năm rồi fail vòng deal lương không dc. họ reject năm nay định apply lại? sao thấy toàn feedback hơi sợ,FALSE,FALSE,,
c1fbb4,3 năm trước,Thấy cty cũng sắp sập nên chấm 1 sao cho sập nhanh hơn,MONEY FORWARD VIỆT NAM,product,51-150,"21 Dreamplex 1, 21 Nguyen Trung Ngan District 1 Ho Chi Minh",thấy công ty cũng sắp sập nên chấm 1 sao cho sập nhanh hơn,TRUE,TRUE,,
6498de,4 năm trước,Sao mấy bạn kêu lương thấp? Thấy đang tuyển 5k cơ mà nhỉ?,MONEY FORWARD VIỆT NAM,product,51-150,"21 Dreamplex 1, 21 Nguyen Trung Ngan District 1 Ho Chi Minh",sao mấy bạn kêu lương thấp? thấy đang tuyển 5k cơ mà nhỉ?,FALSE,FALSE,,
9045c2,4 năm trước,Né công ty này ra nhé anh em.,MONEY FORWARD VIỆT NAM,product,51-150,"21 Dreamplex 1, 21 Nguyen Trung Ngan District 1 Ho Chi Minh",né công ty này ra nhé anh em.,TRUE,TRUE,,
5c691b,5 năm trước,tin dc ko mấy đứa thông dịch lên làm manager mặc dù ko biết kĩ thuật ;)) nghe mùi khét rồi ae né cty này đi,MONEY FORWARD VIỆT NAM,product,51-150,"21 Dreamplex 1, 21 Nguyen Trung Ngan District 1 Ho Chi Minh",tin dc không mấy đứa thông dịch lên làm manager mặc dù không biết kĩ thuật nghe mùi khét rồi anh em né công ty này đi,TRUE,TRUE,,
42cb0a,5 năm trước,trong cty nên né mấy đứa phiên dịch nó hay mách lẻo lắm,MONEY FORWARD VIỆT NAM,product,51-150,"21 Dreamplex 1, 21 Nguyen Trung Ngan District 1 Ho Chi Minh",trong công ty nên né mấy đứa phiên dịch nó hay mách lẻo lắm,TRUE,TRUE,,
