reviewer_id,timestamp,company_name,company_type,company_size,company_address,review_content,is_review_gpt-5,is_review_gpt-oss-120b,human_verified,Long_verified
088e0b,2 năm trước,Mona Media,product,Jan-50,"District 11, Ho Chi Minh",làm video như cái daubuoi,FALSE,FALSE,,
94d764,2 năm trước,Mona Media,product,Jan-50,"District 11, Ho Chi Minh","công ty làm video như caidaubuoi, kém chuyên nghiệp",FALSE,TRUE,X,TRUE
ac4d8c,3 năm trước,Mona Media,product,Jan-50,"District 11, Ho Chi Minh","công ty cũng ổn, mọi thứ rõ ràng, anh em hòa đồng thân thiện",TRUE,TRUE,,
54c074,3 năm trước,Mona Media,product,Jan-50,"District 11, Ho Chi Minh","không khi vui vẻ, học được nhiều, cấp trên thân thiện, không màu mè, chịu khó hướng dẫn, lương ổn, OT rạch ròi được x2, nhiều kèo ăn nhậu",TRUE,TRUE,,
f485a2,3 năm trước,Mona Media,product,Jan-50,"District 11, Ho Chi Minh","vô công ty còn phải coi được xếp vô dự án nào, gặp dự án làm với người giỏi thì học được nhiều",TRUE,TRUE,,
4c08c0,3 năm trước,Mona Media,product,Jan-50,"District 11, Ho Chi Minh","s** không**** h*** vui cực kì, cũng nghiêm túc cực kì trong công việc. tập thể mona siêu năng động, vui trong chơi với cũng tập trung công việc. có anh hr ngăm ngăm lúc nào cũng dui dẻ năng động.",TRUE,TRUE,,
da390f,3 năm trước,Mona Media,product,Jan-50,"District 11, Ho Chi Minh","cảnh báo mấy ba quen làm nhàn hạ hoặc thích hưởng thụ thì đừng vô đây. vô đây OT ngập mặt nhé, muốn đúng giờ về thì đừng vào.",TRUE,TRUE,,
df7261,3 năm trước,Mona Media,product,Jan-50,"District 11, Ho Chi Minh","rời khỏi công ty 2 năm, trong suốt thời gian đó đã thấm thía những lời chia sẻ định hướng của anh là hoàn toàn đúngcảm ơn anh vì những kinh nghiệm đócó điều em không giỏi như anh nghĩ, có thể quyết định này của em vẫn là đúng",TRUE,TRUE,,
8a037c,3 năm trước,Mona Media,product,Jan-50,"District 11, Ho Chi Minh","thấy công ty tuyển liên tục, anh em nào đã phỏng vấn hay mới vào làm cho xin ít review",FALSE,FALSE,,
5791bc,3 năm trước,Mona Media,product,Jan-50,"District 11, Ho Chi Minh","t**** x*** như 1 tách trà, bài test, phỏng vấn, thử việc hết bà thanh xuân. hr gửi đề kèm theo “theo a làm xong 1 ngày” thao túng tâm lý, gửi mail từ chối ứng viên của hr thì khó nghe như dân đen công ty xịn, lương lậu tốt, mọi thứ rõ ràng thì hiếm khi đăng tin tuyển dụng lắm nà. công ty xl là công ty luôn luôn chứng minh đãi ngộ, anh/em đoàn kết, vui chơi thân thiện, đặc biệt là “thái độ hơn trình độ”",TRUE,TRUE,,
56192,3 năm trước,Mona Media,product,Jan-50,"District 11, Ho Chi Minh",công ty tuyển ui/ux design anh chị cho xin ít review với,FALSE,FALSE,,
954a53,4 năm trước,Mona Media,product,Jan-50,"District 11, Ho Chi Minh","làm wordpress range từ 4-9 củ thôi hả mấy bác, tức là max 9 củ thôi à",FALSE,FALSE,,
7fb310,4 năm trước,Mona Media,product,Jan-50,"District 11, Ho Chi Minh","làm với h*** mập từ giai đoạn đầu của công ty. chắc mấy cậu vào sau này sẽ không biết mình đánh giá sơ sơ cung cách làm việc như sau:- phân task rõ ràng, khả năng phân tích mô hình kinh doanh là rất tốt rồi tới đưa yêu cầu xuống các bộ phận rõ ràng- tiền bạc rạch ròi - cá nhân tui rất thích cái này - có nhiêu là nói hết rồi anh em chia tỉ lệ như nào cho hợp lý - tiền trả đúng hẹn không khất - có dự trù tài chính cực tốt- h*** nó hơi mất kiên nhẫn nhất là với người mới, không biết giờ khắc phục được chưa nghe nói dịu hiền đi rồi- ít khen, thường đặt kì vọng cho người càng giỏi thì kì vọng lại tiếp tục cao - nên cải thiện bằng cách cỗ vũ nhân viên nhiều hơn nữa- nên giao bớt việc đùng ôm dồn, đầu m bạc hơn đầu c nữafrom c with love",TRUE,TRUE,,
f5e9ff,4 năm trước,Mona Media,product,Jan-50,"District 11, Ho Chi Minh","cảnh báo mấy ba quen làm nhàn hạ hoặc thích hưởng thụ vô đây chắc chắn là ngộp nhé. tất nhiên áp lực mới tạo ra trình độ, ai mà quen sẽ thấy thú vị",TRUE,TRUE,,
5dc345,4 năm trước,Mona Media,product,Jan-50,"District 11, Ho Chi Minh","a** thức phỏng vấn khinh thường ứng viên. đi phỏng vấn mà hỏi mình có in cv đem theo không. mình biết là mình còn yếu nhưng cách anh làm mình thấy không được tôn trọng. a** hay nói móc mình kiểu này dễ mà không làm được sao đi làm. lúc về còn cho mình bài hometest để làm vé vớt. nhưng bài này làm phải nộp trước 20h tối. lúc mình phỏng vấn xong về đã là chiều rồi. bài làm thì dài và phức tạp nhiều chi tiết. cảm thấy như đuổi khéo ứng viên và mang tinh thần ban ơn vậy. tạm biệt công ty nhé, mình không có duyên.",TRUE,TRUE,,
b3b2cf,4 năm trước,Mona Media,product,Jan-50,"District 11, Ho Chi Minh","phỏng vấn rớt tới lần thứ 3 ở cả 3 vị trí khác nhau, chắc đi học design hoặc tkweb mới vô được quá.",TRUE,TRUE,,
0861ee,4 năm trước,Mona Media,product,Jan-50,"District 11, Ho Chi Minh","cảm ơn sếp mập ngoài lạnh trong nóngem lầm lỳ kém giao tiếp công việc cũng không nổi bật hơn ai. đầu năm rồi em lâm vào hoàn cảnh thật sự như ác mộng với emcảm ơn sếp đã hỏi tới chữ thứ 2 đã giúp đỡ em cả tiền bạc lẫn quan hệ lẫn công sức, em cũng biết sếp không nói 1 lời với ai ở công ty là muốn giữ thể diện cho emthật sự em không biết biểu lộ gì hơn, lần nào cảm ơn sếp cũng lơ lơ không nói gì, em viết lên đây chắc sếp biết em là aimột lần nữa em cảm ơn sếp rất nhiều",TRUE,TRUE,,
6e9cf1,4 năm trước,Mona Media,product,Jan-50,"District 11, Ho Chi Minh","phỏng vấn hơi lạ, nhưng mình thích cách phỏng vấn ở đây. khuyên mấy bạn muốn vào thì khỏi cần học tủ gì cho mệt, nếu mà tự mình đã làm mấy dự án thật thì khi hỏi sẽ biết đường trả lời là được nhận thôitrước mình thử việc ở đây được 1 tháng nhưng không đáp ứng được khâu ux nên bị cho out, tự mình thấy cái này mình tù mù thật nên đành chấp nhận out dù bên công ty có đưa vài hướng giải quyết nhưng mình thấy thôi không hợp với vụ làm phần mềmnhưng vẫn có ấn tượng khá tốt về không gian làm việc ở đây, nhất là anh h*** mập",TRUE,TRUE,,
9f3bb5,4 năm trước,Mona Media,product,Jan-50,"District 11, Ho Chi Minh","mk làm ctv với mona thôi mà thấy thoải mái, nhanh nhẹn. mk làm dev quan trọng là làm được ra sp này nọ, sp ngon lành nên làm với mona ngon, pm hay communicator làm ăn nhanh nhẹn, tiền bạc gọn gàng 7 dự án rồi và được học hỏi nhiều thứ mới.mk thích nhất là cách tư duy ở đâyp/s: mk làm js",TRUE,TRUE,,
e66499,4 năm trước,Mona Media,product,Jan-50,"District 11, Ho Chi Minh","dự án nhiều, việc nhiều, quy trình các mảng khác thì có vẻ ổn rồi nhưng quy trình marketing chưa ổn. công ty này không có mảng marketing truyền thống nhénhư mấy ông kia nói, làm việc nhiệt tình, không giấy tờ màu mè quan liêu, muốn gì đề nghị thẳng với giám đốc cũng được",TRUE,TRUE,,
283d36,5 năm trước,Mona Media,product,Jan-50,"District 11, Ho Chi Minh",sếp h*** rất giỏi và có tâm. tiếc nhất khi nghỉ việc là không học hỏi được gì từ sếp nữa...,TRUE,TRUE,,
b3d4de,5 năm trước,Mona Media,product,Jan-50,"District 11, Ho Chi Minh","công ty thoải mái nhất mình từng làm. vô rồi không muốn ra. lương thưởng sòng phẳng, chưa trễ tháng nào.",TRUE,TRUE,,
d9daa4,5 năm trước,Mona Media,product,Jan-50,"District 11, Ho Chi Minh","vô tình thấy tên công ty cũ vào làm chút review cho anh emnhược:- lương không quá cao- dự án khá nhiều, OT có lương những cũng thấy hơi mệt- v** phòng hồi trước cũ quá, giờ xem fanpage thấy mới chuyển vp chắc ổn hơn rồiưu: - t*** kinh nghiệm nhanh, dự án nhiều, đa dạng- sếp giỏi, mình nghỉ chỉ tiếc mỗi không được làm việc với sếp nữa- công ty không giấy tờ màu mè, thực tế thực dụng- môi trường thoải máinói chung bạn nào muốn vào làm vì kinh nghiệm và tay nghề thì vào đây, còn tiền thì chỉ có các ông lão làng làm nghe nói có hoa hồng thì lương mới cao. nghe nói vài người làm lead dự án lương chiếm bằng nữa quỹ lương công ty, vài người mà lương nhiều hơn mười mấy người khác cộng lạinếu công ty mở chi nhánh đà nẵng nhất định nộp vào làm lại",TRUE,TRUE,,
767d7e,5 năm trước,Mona Media,product,Jan-50,"District 11, Ho Chi Minh","nay phỏng vấn lại rớt, vì không đúng mảng mà sếp yêu cầu. phỏng vấn rõ ràng, giải thích rõ ràng, sếp mập thẳng thắng",TRUE,TRUE,,
25f774,5 năm trước,Mona Media,product,Jan-50,"District 11, Ho Chi Minh","apply nhưng bị từ chối nên chưa có gì để review. có điểm hay là gặp anh giám đốc h*** mập nói chuyện thẳng thắng, có trọng tâm",TRUE,TRUE,,
c2266c,5 năm trước,Mona Media,product,Jan-50,"District 11, Ho Chi Minh",đang muốn tìm hiểu bên này. đang phân vân devteam.mobi và mona.có anh chị nào đã từng làm 1 trong 2 review em với ạ.,FALSE,FALSE,,
37db04,5 năm trước,Mona Media,product,Jan-50,"District 11, Ho Chi Minh","ở đây làm cũng vui, công ty nhỏ, việc nhiều. thấy mấy ông dev toàn kiểu làm từ đầu công ty lập tới giờnghỉ do sếp nói công ty không có đinh hướng làm vue",TRUE,TRUE,,
09f9de,1 tháng trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi","tớ làm tại solar năm 2022 rồi thì tớ thấy công ty rất là tuyệt mà, tự dưng rảnh vào xem review thì dường như công ty sắp phá sản giải tán rồi",TRUE,TRUE,,
d0480c,1 tháng trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi","công ty rác phải nịnh bợ con mụ quản lý thì được tăng nhiều không thì 1 năm bố thí cho 500 hoặc 1 triệu. con mụ này không có chuyên môn nhưng thích nhảy vào đánh giá năng lực làm việc của người khác. lương thì > 3 năm 14-15 triệu 2 năm thì 12 1 năm thì 6-9 triệu, tuyển 1 nhưng phải biết làm 2-3 việc khác. thằng sếp thì châm ngôn giờ đầy bọn trẻ làm tốt mà lương thấp, rồi thì anh đớp trước nhưng có vẻ đớp vẫn chưa đủ hay sao mà làm cả năm được mỗi tháng 13 với thưởng từ 1-200k đến 5 triệu.",TRUE,TRUE,,
33571b,1 tháng trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi","tớ đã từng làm ở solar một thời gian, tớ thấy công ty rất quan tâm tới đời sống của các bạn trẻ, thỉnh thoảng buổi chiều có ăn nhẹ này, các sếp mà rảnh lúc tan làm còn ngồi giao lưu aoe với các anh nữa. môi trường trẻ trung và rất năng động.",TRUE,TRUE,,
76f3b9,1 tháng trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi",nuôi 1 con già làm việc kém hiệu quả xong bảo công ty gặp khó khăn là bốc phét đúng không? vẫn còn tiền trả cho nó mà?,TRUE,TRUE,,
e13632,1 tháng trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi","con mụ hr đang cố gắng tìm cách đuổi bớt người cho thằng sếp dốt để húp những đồng tiền trước khi cút khỏi cái trốn này mà thằng sếp không biết điều đó, dốt thật",TRUE,TRUE,,
4cd0b0,1 tháng trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi","mọi thứ trên cuộc đời này đều là vô thường, đến cả cơ thể này cũng chỉ là nơi ta trú ngụ tạm thời. tất cả mọi thứ đến rồi đi với ta đều là duyên sinh. d**** dài thì đi cùng nhau lâu hơn, duyên ngắn thì đi cùng nhau 1 đoạn đường. h* cớ gì phải oán trách nhau. ngay từ lúc các bạn tới với cuộc đời này đã mang theo nhiều duyên nợ, chúng ta tới đây để trả hết duyên nợ này cho nhau, rồi mới thoải mái để rời đi. những bậc giác ngộ đều nhìn thấy rằng, vạn vật đều tuyệt vời theo cái đẹp của riêng nó, chúng ta đến với nhau cũng là những điều đẹp đẽ, rời đi cũng là một sự tuyệt vời. gặp gỡ hợp tác với nhau thì cùng phát triển, hết thì ta sẽ có chân trời mới. người giác ngộ buông bỏ chấp thủ vào ""cái ta"", từ đó đạt đến sự giải thoát hoàn toàn khỏi phiền não. kẻ thấp hèn mới phân định đúng sai. h*** đời là vô thường, ta sẽ thấy cuộc sống này bình thường.",FALSE,FALSE,,
9b7952,2 tháng trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi",đi yep xong về có đuổi ai không nhỉ?,FALSE,FALSE,,
206576,2 tháng trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi","haha gặp lại người quen nửa năm quay lại cứ tưởng review sẽ làm cho những kẻ lãnh đạo biết mà sửa đổi nhưng có vẻ không thể lấy lòng quân tử đo kẻ tiểu nhân rồi l** còn lên kế hoạch vài tháng để đuổi hết người cũ kể cả khai quốc công thần vì thà giết nhầm hơn bỏ sót t*** thì nhân dịp đầu xuân năm mới ta tổng kết lại cho người chưa biết còn kịp mà chạy vậy 1️⃣ về công ty: - công ty gia đình đúng nghĩa đen khi bạn vào cống hiến cũng chỉ làm công nhân rách không bao giờ thăng được chức bạn làm tốt ư, bàn giao cho người nhà nó làm tiếp rồi cuối năm nhận được cái review em làm việc chưa có thành tích - lương thưởng nè. upto nó ghi bao nhiêu thì chia đôi trừ 2 triệu là ra mức nó nhận. vào đây mà không phải người nhà nó thì cỏ lúa bằng nhau hết. lương net như trên kèm tiền ăn trưa, nghỉ thì mất. l* tết dưới 6 tháng thì 3 lốp còn lại 1 năm 5 năm cũng 5 lốp. thưởng ư, tháng 13 tính theo số tháng đi làm trong năm + tết âm không quá 10 triệu ( năm ngoái chúng nó thưởng có người vài trăm không nên chơi trò gộp vào thành 1 ) haha b** hiểm 5 củ, năm du lịch gần 1 và xã 1 và done ( đấy là bạn còn gia đình của nó thì lương cao nhất công ty, ít thì 30 nhiều thì 4x đến lương dev còn *** cao bằng bọn này) - môi trường làm việc: tự mà làm, tuyển 1 nhưng phải biết làm 3-4 . chia bè kéo phái mạnh ai nấy làm, lead làm cảnh vì con mụ quản lý với thằng cuối quyết hết. nếu bạn không làm quen được người tốt thì bạn sẽ may mắn gặp 1 số con rắn nhà không hướng dẫn mà còn chỉ bạn láo rồi nó đi ton hót dìm bạn để nó không bị đuổi . à gần đây con mụ quản lý còn ra luật làm việc riêng 2-3 lần trừ lương 5 lần đuổi việc, yên tâm mà làm không bằng công nhân nhé khi nghỉ việc thì bạn giục nó chốt sổ hơn cả đòi nợ 2️⃣ lãnh đạo - mụ ql nhân sự: đi ra từ môi trường công nhân nên sẽ cho bạn cảm giác đi làm còn không bằng công nhân việc của mụ hằng ngày là soi chứng và đất cát sau đó đi rình mò đứa nào làm việc riêng, đứa nào ăn trong giờ, ra ngoài lâu mụ không có chuyên môn nhưng lại là người chốt lương cho bạn nên yên tâm bạn **** được tăng nhiều đâu ai không được lòng mụ là mụ soi cho bằng chết haha mụ khá giỏi trong việc đi du lịch công ty nhé, chuyến đi 7 củ mụ sẽ chọn người của mụ và giá sẽ thành 9 củ chẳng hạn kèm combo cơm canh cua cà pháo trứng rán haha a** chị em muốn biết những ai *** l nhất công ty thì giờ cơm trưa nhìn ai ngồi cùng mâm mụ ấy là biết gia đình luôn đặc biệt mụ diễn rất giỏi luôn nhé 10 người có thể diễn y hệt nhau mà không cần tập - trùm cuối có cái nốt ruồi: thằng này là trùm nhưng đầu óc lúc nào cũng chỉ có đớp với tìm cách hạ bệ đúng kiểu tiểu nhân mọi thứ doanh thu nó giấu hết chỉ cho người nhà nó biết nên mặc nhiên lãi nó hưởng hết. nhưng mà đầu nó cực *** nhé ý tưởng thì vứt cho bên khác làm ngon hoặc hết trend mới bắt đầu làm. t* tưởng của nó là cái gì trên mạng cũng có, rồi lớp trẻ làm được việc mà lương thấp tuyển tý là có, đẩy nhẹ các em cái là ngã ( cười vãi đái .",TRUE,TRUE,,
2bad93,3 tháng trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi","con mụ hr chuyên soi chứng khoán, facebook trong giờ làm giờ ra cái quy định cấm, đúng là trò hề",TRUE,TRUE,,
f009c7,3 tháng trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi","khi dự án xong xuôi, cảnh ruồi - thằng đứng đầu solar từng nói thẳng với người em thân thiết: ""anh phải đớp trước đã, các em chưa đến lượt"". sủa được câu này thì đúng lạy bố thật. các bạn mà vào cái công ty này thì không bao giờ khá được nghe chưa?",TRUE,TRUE,,
952140,3 tháng trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi",sao mày sống đểu thế hả cảnh @@ nhân viên nghỉ rồi cũng không tha,TRUE,TRUE,,
74ee7b,3 tháng trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi","“kẻ mạnh không phải là kẻ giẫm lên vai kẻ khác để thỏa mãn lòng ích kỉ. kẻ mạnh chính là kẻ giúp đỡ kẻ khác trên đôi vai mình.” công ty đuổi nhân viên dịp cuối năm để không phải trả thưởng, đuổi người đang nuôi con nhỏ, đuổi người gắn bó lâu năm. t**** intern, junior để bào, trả lương cho thấp. bịa đặt lí do, quy trình đầy lỗ hổng, leader yếu kém, bà hành chính nhân sự nắm quyền coi thường nhân viên.",TRUE,TRUE,,
6b084b,3 tháng trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi",tiểu nhân như thế sao làm sếp được hả anh @@,TRUE,FALSE,X,TRUE
c98031,4 tháng trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi",mụ h* bày trò đổi địa điểm đóng bảo hiểm để làm khó nhân viên bị đuổi à?,TRUE,TRUE,,
0a69e2,4 tháng trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi","thằng cảnh xử lí nhanh đi, làm cái sổ bh lâu thế, để giới trẻ làm cho nhanh",TRUE,TRUE,,
7fdd7c,4 tháng trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi",đuổi từ tháng 9 mà sao tháng 11 chưa có sổ bảo hiểm vậy quý công ty?,TRUE,TRUE,,
3e008f,4 tháng trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi","d**** nghiệp không nên thuê nhân sự marketing – hãy khoán marketing! nhiều chủ doanh nghiệp nhỏ và vừa hiện nay vẫn có thói quen tuyển 1–2 bạn marketing inhouse với kỳ vọng “làm hết tất cả”: từ chạy quảng cáo, content, seo, thiết kế, đến chụp ảnh, quay video… nhưng kết quả thì sao? 👉 1 người không thể giỏi hết mọi mảng. 👉 lương 10–15 triệu thì khó mà tìm được chuyên gia. 👉 hệ thống marketing bị chắp vá, hiệu quả thấp, tốn chi phí cơ hội. trong khi đó, xu hướng mới là khoán marketing cho một đội ngũ chuyên nghiệp: ✅ d**** nghiệp được sử dụng một hệ thống gồm đủ chuyên môn: chiến lược, content, thiết kế, media, chạy ads, phân tích dữ liệu. ✅ tiết kiệm chi phí hơn so với việc nuôi nguyên team inhouse. ✅ tốc độ triển khai nhanh, bám sát mục tiêu doanh thu thay vì “chỉ làm cho có”. ✅ chủ doanh nghiệp được giải phóng khỏi việc lo quản lý từng nhân sự nhỏ lẻ. thực tế cho thấy, rất nhiều doanh nghiệp sme đã “chết yểu” vì gánh nặng nhân sự marketing thiếu hiệu quả. ngược lại, những doanh nghiệp biết khoán marketing đúng chỗ thì tăng trưởng nhanh, bền vững và đo lường rõ ràng. 👉 nếu bạn là chủ doanh nghiệp, hãy tự hỏi: mình cần hiệu quả kinh doanh hay chỉ cần có vài bạn ngồi làm marketing cho đủ chỗ? 📌 thời đại này, khoán marketing không chỉ là tiết kiệm – đó là đầu tư thông minh.",FALSE,FALSE,,
5f6a9f,4 tháng trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi","a** đã kick bớt các chú vì công ty khó khăn quá, anh chưa hốc được gì cả",TRUE,TRUE,,
dca2f5,5 tháng trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi",công ty **** này đuổi hết nhân viên đi và chỉ giữ lại người nhà nó *** tk sếp hãm lozzzzz,TRUE,TRUE,,
29e13f,5 tháng trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi","a** em đừng có dại chui vào đây, bọn này chỉ nhận ai deal lương dưới mức 1 nửa cái upto của bọn nó (cùng lắm 10-11 triệu). việc thì bọn nó bắt làm kiểu người ta làm được sao m không làm được. lương thì ít đòi bắt làm hơn có **. ra chỗ khác deal người ta trả còn cao hơn nhiều bọn này",TRUE,TRUE,,
6793fe,6 tháng trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi","""mấy con gà thì biết gì?""",FALSE,FALSE,,
c24d1d,11 tháng trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi","chúng mày không nên vào công ty này, chúng mày vào đây cỏ lúa bằng nhau lương cơ bản, lương trả bằng tài khoản cá nhân nên chúng mày sẽ rất khó khi sử dụng dịch vụ tín dụng của ngân hàng",TRUE,TRUE,,
ef95e1,1 năm trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi","- công ty trình cùi, bạn nào không kinh nghiệm vào chơi chơi oke, bạn nào có kn nên né gấp - check mấy công ty con của nó mà né luôn nhé ( địa chị 99 t*** b*** ) - đuổi nhân viên cuối năm tránh trả thưởng nhé - lương thưởng như *** nhé",TRUE,TRUE,,
b94ca9,1 năm trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi",tiền tẩy trắng thì có mà tiền cho nhân viên thì ki bo vãi cả ***,TRUE,TRUE,,
d3e4b2,1 năm trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi",công ty *** *** này có con mụ nhân sự siêu *** *** chỉ đi soi nhân viên và tk *** lead team game nhưng *** biết làm game *** như con bò,TRUE,TRUE,,
0142bb,3 năm trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi",mọi người thấy năm 2022 công ty solar sao ạ,FALSE,FALSE,,
aa1b81,4 năm trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi","công ty thì sida, người ta vào review cho biết mà phát triển thì vào dislike",TRUE,TRUE,,
a8c9ec,4 năm trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi","lương khá thấp so với mặt bằng chung của hiện tại, đợt trước dịch có lịch phỏng vấn thì nhìn có vẻ nhiều bạn non trẻ, sản phẩm chưa có nhiều nổi trội. chỉ phù hợp với mấy bạn fresher/intern/junior, còn trình cao hơn thì nên cống hiến cho công ty khác. mong muốn công ty có mức lương hợp lý hơn nếu muốn phát triển nhiều sản phẩm tốt. ""quality better than quantity"", ghi nhớ câu này nhé những người đứng đầu của solar vn.",TRUE,TRUE,,
6b297d,4 năm trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi","môi trường làm việc thoải mái, mấy anh chị cute hột me, chán ngồi choảng nhau với dev cũng đượclương ok so với kinh nghiệmtuy nhiên chưa có nhiều cơ hội up skills=&gt; nên làm nhé",TRUE,TRUE,,
97e33c,4 năm trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi","qua vừa đi phỏng vấn về, thấy công ty văn phòng đẹp mà nhiều bạn nữ xinh vỡi. lúc đầu vào làm bài test xong 1 lúc thì có 2 anh vào phỏng vấn, cảm nhận đầu tiên thấy thân thiện. xong thấy anh lớn tuổi kiểu phỏng vấn sâu mà kiến thức rỗng vỡi. đang ngồi đợi kết quả phỏng vấn, mong được nhận để vào bái sư phát.",TRUE,TRUE,,
7d4f01,4 năm trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi","nghe câu sếp có tâm, có tầm hơi bị dị ứng",FALSE,TRUE,X,FALSE
034c4f,4 năm trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi",#NAME?,FALSE,FALSE,,
9a3dcb,4 năm trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi","các bình luận gần đây đều nói về mức lương thấp của công ty. mình cũng mới phỏng vấn, review lại chút cho các bạn. công ty lúc đăng tuyển để mức upto rất cao, junior upto 40m (~~~) để lôi kéo được ứng viên đến phỏng vấn. nhưng với mức lương công ty có thể trả thì chỉ được 1/2. mình 4 năm ios, lương hiện tại là 24 gross, có 1 số offer 28-30, phỏng vấn ở đây được 16. công ty là product vn, không có quy trình gì cả, chỉ làm các sản phẩm liên quan đến xử lí ảnh, văn phòng thì đẹp, nhưng thấy toàn sinh viên. nếu là các bạn sinh viên mới ra trường thì có thể chọn các product khác (như ghtk trả lương khá ổn, có macbook,..). đôi lời gửi đến các bạn đọc để cân nhắc trước khi đến phỏng vấn",TRUE,TRUE,,
113789,4 năm trước,Solar Viet Nam,product,Jan-50,"số 1 ngõ 27, đường Kiều Mai, Phường Phúc Diễn Bac Tu Liem Ha Noi","công ti này ki bo nhất hệ mặt trời kkklương ở đây thì chỉ bằng 1/2 so với mặt bằng chung hiện tại so với nghề liên quan đến it như vậychưa từng làm môi trường nào mà thiếu chuyên nghiệp như môi trường này, rất khó phù hợp cho những bạn trẻ fresher và junior, mà toàn tuyển những người đấyrất nể phục những ai còn ngồi làm ở đấy",TRUE,TRUE,,
