reviewer_id,timestamp,review_content,company_name,company_type,company_size,company_address,is_review_gpt-5,is_review_gpt-120b,human_verified
40cc49,6 tháng trước,"😍 có vài điều mà mình ấn tượng tại công ty lenart là: - công ty tốt tận tâm - làm bhxh cho nhân viên đầy đủ - đ*** nghiệp thân thiện nhiệt tình hỗ trợ hết mình - môi trường hoà đồng vui vẻ - có chuẩn bị chỗ sinh hoạt ngủ nghỉ trưa - được công ty cung cấp đồ ăn vặt miễn phí - được đào tạo training kiến thức rất chỉnh chu - mình thích seo nên đáp ứng được khối lượng công việc tại công ty do dự án ớn khác các dự án nhỏ, cùng đó học hỏi và nâng cấp rất nhanh nên làm tại đây nhé mọi người ☺️",Seo Lenart,,,,TRUE,TRUE,
899d6c,6 tháng trước,"sếp khó tính và thẳng tính trong công việc nhưng rất có tâm nha, ra ngoài thì rất vui vẻ hài hước nổi trội. mình rất nể những người sếp như vậy, việc gì ra việc đó. làm việc hồi nào cũng nói nhân viên phải luôn chú trọng hiệu quả dự án cho khách hàng, theo sát từng dự án một, họp liên tục để giải quyết vấn đề. mình đã học hỏi được rất nhiều từ sếp",Seo Lenart,,,,TRUE,TRUE,
e750af,6 tháng trước,"thích công ty từ những tháng đầu tiên hoà đồng thân thiện chân thành hết mình đội ngũ giỏi, chuyên nghiệp",Seo Lenart,,,,TRUE,TRUE,
f95478,6 tháng trước,dạ công ty cho đi chơi đi tiệc yep vui lắmmm tổ chức chu đáo còn công việc và mọi thứ còn lại thì xuất sắc ạ,Seo Lenart,,,,TRUE,TRUE,
29f4ae,6 tháng trước,"vì mình đi từ vị trí học việc lên leader nên đã trải qua rất nhiều thứ. thật sự biết ơn công ty đã cho em cơ hội được học hỏi, mài giũa rèn luyện và có kinh nghiệm thực chiến xử lý và quản lý tốt dự án lớn để hiện tại em có thể cải thiện được cuộc sống gia đình và có mái ấm hạnh phúc. mặc dù chưa là gì nhưng đối với em vậy là đã quá tuyệt vời, em cảm ơn các sếp và các anh chị đã hỗ trợ chia sẻ trong thời gian em làm việc tại công ty lenart của mình ❤️",Seo Lenart,,,,TRUE,TRUE,
964934,7 tháng trước,"để ý thấy một loạt review có thời gian giống nhau, đây có phải chiến lược công ty cố tình tạo review giả không?",Seo Lenart,,,,FALSE,FALSE,
8255ab,7 tháng trước,"mình thực tập công ty luôn tạo điều kiẹn cho mình vừa học vừa làm, có một số chỗ không có phụ cấp. ở đây vừa có phụ cấp vừa được ăn vặt free (đồ ăn nhon nhon) vừa được đi du lịch dù mình chỉ mới là thực tập thôi. thực sự trải nghiệm xứng đáng và đẹp",Seo Lenart,,,,TRUE,TRUE,
158809,7 tháng trước,"l* trình thực tập 6 tháng nhưng mà có thưởng hỗ trợ thêm nha. h** phỏng vấn tôi có nghe chị hr chia sẻ là lộ trình công ty để vậy cho những ai chậm tiếp thu nhưng vẫn tạo điều kiện học seo chứ vẫn được rút ngắn thời gian í. n** hồi tôi vào vì bản thân có kinh nghiệm kha khá trước đó nên khi vào được 2 tháng công ty đã tạo điều kiện đưa tôi lên nhân viên chính thức rồi nè. công ty rất có tâm nha, không như bên dưới bêu xấu. chắc có ý phá mới vậy, tôi đi làm thấy công ty nào cũng bị thành phần tiêu cực vào nói xấu cả. nên chọn lọc thông tin và trải nghiệm cảm nhận 2 chiều nha. chỉ có vậy mới biết được sự thật, cũng được thêm kinh nghiệm chứ bạn chẳng mất gì. khuyên thật",Seo Lenart,,,,TRUE,TRUE,
d18284,7 tháng trước,"t**** tin dưới sai nha mọi người. lúc mình vô công ty lenart có bhxh đầy đủ quyền lợi, thắc mắc gì khi hỏi đều được phản hồi nhiệt tình. có vấn đề gì đều được công ty giải quyết quyền lợi nghỉ việc thì đều được chốt xử lý giấy tờ đầy đủ. mình cảm thấy công ty rất tốt, hk như công ty cũ của nình, vừa khó dễ vừa nợ lương nhân viên tới 2 tháng. nên trải nghiệm ở lenart nha 100% xứng đáng. ra đi còn có bộn kiến thức dày dặn",Seo Lenart,,,,TRUE,TRUE,
06a0bd,7 tháng trước,"lướt qua thấy toàn đánh giá tiêu cực, quan điểm tui thì lại khác mấy ní. t**** tin gì cũng phải 2 chiều, tui đã có thời gian trải nghiệm ở đây gần 1 năm. cảm thấy rất ổn nha, theo tui thì cái gì cũng có giá của nó. muốn vừa lương cao vừa được học rất nhiều kiến thức hay vừa muốn môi trường phải hoàn hảo thì chỉ có ảo tưởng thôi. không có công ty nào là hoàn hảo cạ, dĩ nhiên có ưu điểm sẽ có nhược điểm thui. với tui thì môi trường này ưu điểm nhiều hơn nhược điểm khá nhiều. tui thấy được nhiều hơn là không được. nay tui rảnh rỗi sinh nông nỗi, chia sẻ ít trải nghiệm của tui cho mấy ông mấy bà lúc xin vào thực tập, tui có đọc jd thấy khá rõ ràng nên đã apply vào, khi phỏng vấn được chia sẻ rất rõ ràng về lộ trình và phụ cấp sẽ được trải qua, thậm chí có tầm 2 tuần trải nghiệm công việc. và với việc đã chuẩn bị trước về tài chính, tui đã không ngại về các mức phụ cấp sẽ được trả. vì tui hiểu, nếu mua khoá học tự học bên ngoài còn đắt hơn nhiều mà lại không thực tế bằng đuọc trau dồi kinh nghiệm thực tế, cũng như đây chỉ là phụ các khoản phí cho thời gian thực tập thôi. mà chỗ này mấy bạn đừng nói phải giàu mới vào nha, tui thấy hồi phỏng vấn có nói rõ là công ty hỗ trợ phụ cấp chứ không phải làm công ăn lương chính thức mà nếu bạn nào nghĩ vậy dùng tiền đó mưu sinh không đủ rồi sinh ức chế thì nên cân nhắc kỹ, và phải phân biệt rõ ràng chỗ này nè. thứ hai, cảm nhận đầu tiên của tui khi tham gia công ty là mọi người rất nhiệt tình vui vẻ. được hướng dẫn mọi thứ tận tình từ những việc nhỏ xíu cho đến những việc nâng cấp hơn mà không có thái độ mỉa móc hay khó dễ, đối với tui môi trường vậy là quá oki rồi mấy chế. (chỉ có lâu lâu mấy sếp bên trên căng thẳng nên la, mà tui nghĩ cái đó bình thường, vì tui cũng trải nghiệm 2-3 nơi rồi, đi làm mà chứ có phải đi chơi đâu, làm hem đạt hem đúng thì bị la thôi, sếp la thì ráng sửa học được nhiều thứ hơn, lợi mà) thứ ba, hem có cái công ty nào mà đã phụ cấp rùi mà còn cho ăn vặt miễn phí nữa, ta nói cấp đồ ăn được ăn thoải mái nha, vừa làm vừa nhâm nhi nó đã y như ở nhà dị (có cái kpi dí cái lo làm không kịp ăn nha 🤣) thứ tư, phải công nhận task nhiều thiệt 😳, nhưng mà đối với tui nó là sự thử thách rèn luyện, bạn tui bên công ty client cũng thực tập ra xong thì vẫn không biết quy trình làm hoàn thiện như thế nào òy quản lý kiểm soát nó như thế nào cho đúng kpi, ta giao gì làm đó thui. được cái có tiền nhiều hơn xí nhưng mà lại phải mất thời gian hỏng kiến thức xong lại mò vào các agency cải thiện chuyên môn lại. còn bên đây, tui làm riết quen, đã dị còn ngày càng được thúc đẩy nâng cấp cải thiện trình độ chuyên môn lên cao. sau khi nghỉ công ty tui sang làm bên client lương 15tr là ít vì công ty đào tạo rất tốt, tầm 1 năm là bạn cứng cựa cũng ngon ngon rùi. bởi ông bà xưa nói không sai, khổ trước sướng sau. cứ lăn xả cứ cống hiến đi rồi mình sẽ nhận lại à, nghĩ tích cực lên mấy ní ☺️",Seo Lenart,,,,TRUE,TRUE,
957b8f,7 tháng trước,"đã từng làm việc ở đây thời gian dài. môi trường thân thiện hoà đồng khá ổn. các sếp luôn training, leader dễ thương hướng dẫn nhiệt tình. thực sự rất biết ơn công ty vì những kiến thức được rèn luyện học hỏi ở đây. giờ mình đã đi làm công ty khác và thu nhập khá ổn nhờ vào những ngày đầu được đào tào ở công ty. m** iu 💕",Seo Lenart,,,,TRUE,TRUE,
c7ea2b,2 năm trước,dịch vụ giá rẻ đồng nghĩa với... của rẻ là của ôi,Seo Lenart,,,,FALSE,FALSE,
d702ef,2 năm trước,công ty thì toàn mấy bạn nhỏ thực tập sinh là chính nhân viên chính thức thì le que chưa đủ 1 bàn tay. thời gian thực tập kéo dài đến 6 tháng rồi mới lên học việc 2 3 tháng nữa ( not thử việc ) cảm thấy như phát xít mà người trên nói luôn.,Seo Lenart,,,,TRUE,TRUE,
5af1a5,2 năm trước,"công ty không hề có cái gì gọi là bhxh như đã nói (wow tập 1), rồi bắt tt hết 6 tháng với mức lương 1.5 đến 2.5 củ mà lượng công việc thì bằng như nhân viên chính thức làm mà kéo đến chủ nhật mới xong rồi phải báo cáo vô muôn vàn file report (wow tập 2) này chỉ phù hợp mấy bạn có điều kiện kinh tế làm thôi chứ mình chịu tại trong đó hiện có mấy bạn điều kiện kinh tế khá giả vẫn trụ rồi còn bà hr như má thiên hạ nào xem camera thấy nhân viên cười cười cái nhắn tin nói tập trung làm việc ủa làm việc lâu lâu làm xong thư giản 2 phút cũng không được cười luôn (wow tập 3)....",Seo Lenart,,,,TRUE,TRUE,
365ab3,2 năm trước,đã từng thực tập tại đây rất chi là hãi hùng: 1) hr xem tin nhắn trên máy tính cá nhân của nhân viên: khi thực tập có 1 bạn nhân viên không biết nhắn gì lên nhóm nói chuyện của nhân viên mà hr hùng hổ ra coi máy ( lúc đó nhân viên đang trao đổi với sếp ) coi khoảng 10 mấy nhóm lận. hãi hùng từ đó nhân viên ai cũng khoá máy 2) lương trả thì trễ mà nhắc hr thì giãy đành đạch nói đạo lý các thứ như bề trên ban ơn ( nợ lương mà chảnh )3) hr thì suốt ngày đạo lý các thứ mà hành động thì toàn đi ngược lại.1 trải nghiệm làm việc thật đáng sợ. chủ yếu sợ hr vì hr ngáo quyền lực ra vẻ.,Seo Lenart,,,,TRUE,TRUE,
69f5ee,2 năm trước,"chưa thấy công ty nào bốc lột nhân viên như công ty này.task nhiều vô số kể, kpi tuần nào cũng cố tình cho thừa chứ không nhắm sức nhân viên.sếp thì hay nói dễ lắm, anh chỉ rồi sao tụi em không làm được? mà nhân viên ra vào như chợ, nhân viên mới chưa kịp học gì thì bắt phải biết những phần đó.lễ lộc không thấy nói gì tới, lương tháng 13 trong jd có mà không thấy đưak hề nghe nhắc bhxh, không ký hợp đồng lao động mà bắt phải đợi có nhân viên mới thì mới cho nghỉ.xàm nhất là sếp đ*** gì cũng bắt lên cmt và tương tác. t** khoản cá nhân ngta mà ra lệnh kiểu như giao việc.nhìn vào công ty là biết công ty tốt hay không tại có ai làm việc trên 1 năm đâu đi làm thuê chứ không đi xin tiền mà thấy kiểu bị sếp xem thường. thôi nhiu đây là phản ánh thực tế rồi. tks m.ng.",Seo Lenart,,,,TRUE,TRUE,
50330b,6 tháng trước,thằng ted t** không biết quái gì mà đi phỏng vấn đánh r** ứ** v*** g*** mà kéo bè lũ nó vào công ty đến đ***. công ty này về sau nát vì bè p*** của thằng ted t*** t*** t**** d*** t***,Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",TRUE,FALSE,X
4a9877,3 năm trước,đến giờ vẫn được wfh theo chính sách làm việc hybrid của công ty. thấy thoải mái và linh đông vô cùng. vote vote.,Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",TRUE,TRUE,
2ebf98,3 năm trước,"đã từng phỏng vấn với team bên này, mọi thứ rất tốt và chu đáo, có bonus 500k lì xì khi đi phỏng vấn và mời highlands khi đến thăm vp. đánh giá 10*. mọi người nên apply cv để trải nghiệm. tiếc là chưa có duyên làm việc chung với team.",Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",TRUE,TRUE,
0ea3fe,3 năm trước,"hello, tình hình vừa mới đi phỏng vấn bên shift asia về. phỏng vấn xong là nhận được 500k vô tk bank luôn theo chương trình lì xì của họ. chưa biết kết quả thế nào nhưng thấy họ làm ok đấy chứ. vote 5 sao.",Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",TRUE,TRUE,
e5dbee,3 năm trước,"vô công ty từ năm ngoái lúc dịch bùng, đến giờ vẫn được làm việc ở nhà. công ty cho hybrid linh động, ưng bụng ghê. mong được làm việc thế này lâu dài vì thấy chất lượng công việc ok mà mọi thứ sắp xếp rất thuận tiện.",Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",TRUE,TRUE,
e91cdd,3 năm trước,"mới vô công ty được 1 tháng hơn, không có gì khác ngoài...nhậu vui. ngày đầu được hr team welcome qua online nhẹ nhàng, trưa thì hr sắp xếp ăn buổi welcome lunch rồi sắp tới nhậu 1 buổi tối với hr luôn. đi làm công việc deadline cũng nhiều nhưng dc cái vui nên ok hết",Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",TRUE,TRUE,
4fb02e,3 năm trước,lương dev shift giờ upto 3k thật hả các bác. mấy công ty outsource n*** khác mình toàn thấy upto 2k thôi,Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",FALSE,FALSE,
19d53b,4 năm trước,lương ở đây ổn không các bác ?,Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",FALSE,FALSE,
b38e02,4 năm trước,"công ty cùi vãi shjt, phỏng vấn online 3 tiếng đồng hồ thì hết gần 1 tiếng để ngồi đợi? đợi gọi ông ceo đầu trọc vào phỏng vấn, xong đợi dev vào phỏng vấn, đợi cả bà hr nữa chứ.công ty lắm policy vãi cứt, quản lý thời gian y kiểu n***, 3h được nghỉ 15p tới 3h15 vào làm tiếp? wtf, đi làm không được mang smartphone, phải cất trong tủ? v** phòng không có nhà gửi xe phải gửi chỗ đâu rồi đi bộ vào gần 1km.ceo phỏng vấn hỏi câu đlq gì hết :|, thêm bà mẹ hr nói cho đã đời, bảo thứ 3 thông báo kết quả, giờ 3 tháng cmnr vẫn chưa thấy kết quả đâu ai vào công ty này thì suy nghĩ cho kỹ, chịu được cái cảnh quản lý thời gian như sống trong ngục tù thì vào.",Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",TRUE,TRUE,
728fd6,5 năm trước,"tranh đấu ghê vồn. nghe đồn t*** t**** làm việc best lắm hả anh em, chưa tiếp xúc nhiều mà ẻm nghỉ mất rồi.",Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",TRUE,FALSE,X
741579,5 năm trước,"không biết công ty có tuyển dev không, có bạn nào biết june không, bạn ấy team nào nhỉ",Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",FALSE,FALSE,
accd75,6 năm trước,"định phỏng vấn bên công ty này, thấy lương cao, mà sao thấy bà con chửi nhau như cái chợ.",Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",FALSE,TRUE,X
250b25,6 năm trước,onsite làm ở n*** làm cho hitachi hai năm nay. định về nước kiếm chỗ làm để được ở gần gia đình. thấy công ty này làm pr có vẻ ngon mà coi review thấy toàn member nát không ta.bên công ty này làm auto hay manual nhiều hơn v ai cho biết với.,Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",FALSE,TRUE,X
8ec03d,6 năm trước,"thấy quảng cáo là lương công ty cao, môi trường năng động hấp dẫn nên tính bỏ không làm ở n*** nữa, về vn làm thử cho sa để thử thách, cơ mà đọc xong các rì viu thì thấy môi trường và chế độ ở đây còn nát hơn cái văn phòng vn của công ty hiện tại các bạn cho mình hỏi có nên thử apply không ạ?",Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",FALSE,FALSE,
a57926,6 năm trước,"xin trình bày theo mô tuýp của shift, để đánh giá về con người ấygood point:- ngoại hình: đẹp, trẻ. nhưng mà có chồng rồi, còn có chồng nhí hay không thì không biết- n*** lực: tiếng n*** cũng tàm tạm( giao tiếp trung cấp thôi), tiếng a**: chưa được nghe nói bao giờ. nhưng có lần công ty nhờ dịch 1 file ra tiếng a**, bạn ấy bỏ lên google translate dịch rồi nộp ... thế là người khác phải hốt vỏ dịch lại từ đầu. nghe nói là dân chuyên a**, trình như vậy lạ lắm à nghen- tính cách: lanh lợi, biết ai sẽ là người sẽ giúp ích mình được nên cứ thế bợ đích lấy lòng thôi. ai chửi gì thì chửi mị đây không care, ai đánh giá mình thì cứ look down người ấy thôi- khác: tốc độ report chấp hết toàn bộ sa không ai bằngbad point:- n*** lực test: chỉ làm 1 phần của wap thôi mà tưởng mình siêu lắm. mà lúc bạn ấy làm test thì chỉ là dự án trial thôi, chủ yếu để bên n*** training cho bên vn thôi không phải làm thiệt- n*** lực thiết kế: không có( vì có làm bao giờ đâu)- kiến thức it: không bằng sinh viên mới ra trường, tay ngang từ com chuyển sang tester mà, chắc không viết nổi hàm where- q*** lý: chỉ quản được1-3 mem toàn là thực tập thì okie. còn với những người có kinh nghiệm thì bỏ đi nha- training cho người mới: áp dụng chiến lược ma cũ ăn hiếp ma mới. phủ đầu người khác trước, nói chung chung, bị vặn lại là cứng họng. sau đó đỗ lỗi là người mới tại bị thì mà là. công việc của 1 người mà phải trả cho 2 người, việc nhẹ lương cao con gà mái- q*** hệ với member trong nhóm : wap chia thành nhiều nhóm nhỏ mà các lead khác cũng không chịu nổi ẻm. tuy nhiên bạn í lại có 1 fan club hùng hậu ( cũng chuyên bưng bê hốt cứt, nhưng hốt cho ẻm)- q*** hệ với các nhân viên khác: gây chia rẻ nội bộ. mặc dầu công ty biết nhưng sợ joe nên cho qua- khác: dùng tiền công ty cho member trong nhóm đi ăn rồi tự mãn rằng nhờ chị thì tụi bây mới được ằn nhé. lũ gà con thì chị cho em ăn em thương chị, em xin về đội chị để xin cùng ăn cớt nhétúm: bớt ảo tưởng sức mạnh đê. vì bị nhiều người ghét quá nên phận vợ bé vẫn chưa được lên chức đoá. còn cái vụ training gì đó thì để cho có thoai mà không biết hông. người ta đã có 1 vợ 3 con rồi, cùng là phận đàn bà mà đi giựt chồng người ta, còn cho thiên hạ biết. quả báo nhãn tiền liền đó, liệu hồn đi nhéps: gửi joe: ông bất tài, hay đẩy việc, chỉ tay 5 ngón thì ai cũng biết. có gia đình mà còn gái gú, 1 thằng đàn ông đáng khinh bỉ",Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",TRUE,TRUE,
27fe14,6 năm trước,"thanh niên đu đủ nghỉ rồi, giờ tổng giám đốc là joe, hix, coi bộ khó sống đây!",Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",TRUE,TRUE,
6c7541,7 năm trước,"hôm nay thấy 2 đứa mèo mả gà đồng joe với kelly đứng cạnh, cọ sát nhau lúc cắt băng trong khi mấy gái kia ý tứ đứng giữ khoảng cách với mấy anh director khác rõ ra... nhìn mà tởm lợm! thật trơ trẽn!",Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",FALSE,FALSE,
460643,7 năm trước,công ty gì đấu đá kinh dị thế này. đành rằng công ty nào cũng có cạnh tranh nhưng kiểu này thì sao mà làm việc được.đang tìm hiểu về sa mà thấy cái này sợ luôn.,Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",FALSE,TRUE,X
5cdf88,7 năm trước,"tui mới vào ct nên không hiểu &amp; liên quan đến đấu đá của mấy người cũ, nhận xét của tui là:- lương ok- thất vọng: hồi pvấn thì khoe là ct số 1 về testing ở nhật, nhưng lúc vào ct thì toàn là người thiếu kiến thức &amp; kinh nghiệm đi dạy. tui hỏi mấy câu mà ngọng, không trả lời được rồi lơ luôn. còn mấy người có kinh nghiệm thì thấy chỉ làm việc dự án, chả hiểu nổi, hình như ai làm không được việc thì cho đi dạy. mấy bác nhật ở ct này cũng sao sao ấy, không giống với mấy bác ct khác- có nghe kể về vụ của bạn kia, nghe li kì, không biết có thật không, nếu thật thì bạn í mặt dày &amp; bản lĩnh quá, nhưng vì thế mà ct chia phe rõ ra",Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",TRUE,TRUE,
20dcb7,7 năm trước,"c** công ty gì mà tưởng tượng như cái chuồng thú đói ,tất cả chỉ chầu chực cắn nhau để tranh dc miếng cức ,con cắn nhiều thì đớp cức nhiều ,bề ngoài vui vẻ nói cười bề trong nham hiểm *** không dao ,đồng nghiệp với nhau thì vui vẻ hợp tác nương tựa mà sống ,còn chỗ này ai cũng ra vẻ ""chuyên nghiệp"" thông wa những mũi mác report .môi trường doanh nghiệp sặc mùi thuốc súng ,thiên hạ tại đây mang cái mặt nạ cười để che đi những gương mặt thật bủng beo thối nát với cái bụng trương sình đầy cức sôi sục chỉ chực chờ cơ hội để trào ngược ra mồm rùi fun nhau .thiết nghĩ công ty này nên đổi tên lại là shit asia vietnam .",Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",TRUE,TRUE,
6f6069,7 năm trước,"nói chung công ty thì vui vẻ, có nhiều event. nhưng cách quản lý thì vô cùng tào lao. nào là leader, pf, pm, director... quá rối . giống như là những chức vụ đó sinh ra là để giữ chân các bạn làm lâu năm(chứ lên lương như bạn lm gì đó chắc bị bà con ném đá chết) mặc dù nói mình không làm gì thì không sợ bị report nhưng qua đó thấy công ty cũng khá nhiều người rảnh rang, giả tạo. công ty mới start up nên còn nhiều vấn đề, những người nào hay report thì thăng chức vèo vèo lương cũng cao ngất ngưởng. còn các bạn được việc, giỏi giang thì phần lớn ít nói, ít thể hiện nên cứ bị đì suốt. đời là vậy đó. không biết nên đi hay nên ở",Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",TRUE,TRUE,
fef29a,7 năm trước,cho xin tips phỏng vấn tại shift asia nha anh em .......,Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",FALSE,FALSE,
24a7fc,7 năm trước,"hi 500 anh em it dev, t*** hinh la minh sap interview o công ty nay (shift asia), anh em nao biet ben ho interivew nhu theo nao khong share minh voi nhe, c** on anh em chien huu it dev,",Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",FALSE,FALSE,
dfbf10,7 năm trước,"chà, cái này có thể nói là người v*** đấu đá người v*** nhỉ. sao 2 bên không ra mặt nói chuyện với nhau cho rồi, đấu đá trên đây cũng đâu có thay đổi được gì.",Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",FALSE,FALSE,
d19ce8,7 năm trước,"- v** hóa tốt- môi trường làm việc thoải mái- lương cao xứng đáng với năng lựccông ty không khuyến khích OT, quan niệm về giờ giấc làm việc rất tốt.- tồn tại tình trạng ma cũ ăn hiếp ma mới, người cũ ở lâu năm trong công ty hay tỏ thái độ trịch thượng, xem thường người nhỏ tuổi hơn trong công ty.- hay ép người khác ""cúng"" đồ ăn dù đó là tiền thưởng của cá nhân.- nhiều cá nhân có tác phong và tinh thần làm việc không tốt, hay soi mói, đổ lỗi cho người khác ảnh hưởng xấu đến tinh thần làm việc.",Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",TRUE,TRUE,
6902d1,7 năm trước,"úi, mình lỡ tay đăng facebook của bạn nữ liếm mông kia rồi. *** post cả facebook người ta lên đây à, thù hằn gì kinh thế",Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",FALSE,FALSE,
337aac,7 năm trước,"người giỏi giang thì ít mà nghỉ hết, trẻ trâu thì nhiều, team leader bên test toàn cái đồ trẻ trâu ! nhất là đứa liếm mông, toàn bè phái bên wap",Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",TRUE,TRUE,
d62b9f,7 năm trước,"định xin vào mà thấy dân tình chửi nhiều vkl, không biết thế nào đây hoá ra luồn lách mới được tăng lương à",Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",FALSE,TRUE,X
277a60,7 năm trước,"đợt rồi công ty có tăng lương cho 1 đứa mới 1 năm kinh nghiệm it lên 60% và cho lên làm lm, khắp công ty bất mãn nhưng vẫn cho lên làm training manager",Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",TRUE,TRUE,
3d3161,7 năm trước,chang co gi bao nhiêu y kien. tom lai cong ty cung dc bao nhiêu luong thi beo.,Shift Asia Vietnam,outsource,51-150,"130 Suong Nguyet Anh street, Ben Thanh Ward District 1 Ho Chi Minh",TRUE,FALSE,X
f9e913,6 tháng trước,"mình tính apply vào vị trí chăm sóc khách hàng trực tuyến, được làm việc ở 199 đbp, hcm. ai đã từng phỏng vấn hoặc làm ở vị trí này cho mình xin review khách quan với ạ",J&T Express,product,,"199 Điện Biên Phủ, Phường 15, Quận Bình Thạnh Binh Thanh Ho Chi Minh",FALSE,FALSE,
538f41,1 năm trước,"công ty hoạt động kiểu đéo buôn mai thúy hay sao mà gần 12h đêm còn bắt con người ta ở lại nhận kiện lên tải? làm việc thì cũng có giờ có giấc chứ? l** dụng sức lao động của người lao động xong muốn bóc lột kiểu gì bóc lột à? review cho bác nào né công ty này gấp, chim cút khỏi thị trường v*** n**.",J&T Express,product,,"199 Điện Biên Phủ, Phường 15, Quận Bình Thạnh Binh Thanh Ho Chi Minh",TRUE,TRUE,
576b4f,2 năm trước,1 sao shipper khó chịu,J&T Express,product,,"199 Điện Biên Phủ, Phường 15, Quận Bình Thạnh Binh Thanh Ho Chi Minh",FALSE,FALSE,
2276c6,2 năm trước,"bộ phận kinh doanh kv tỉnh bg : chưa thấy bên nào có ql kinh doanh chán òm như gì&t , vừa thiếu chuyên nghiệp trong việc hẹn lịch phỏng vấn , vừa thiếu tự tin với các ứng viên trong khi phỏng vấn.",J&T Express,product,,"199 Điện Biên Phủ, Phường 15, Quận Bình Thạnh Binh Thanh Ho Chi Minh",TRUE,TRUE,
c49ada,2 năm trước,"ai có ý định vào thì nên né gấp. đặc biệt là bộ phận mạng lưới tổng hợp, con người hỗ trợ mang tên t* đ** là thánh pass và thánh hỏi, khi làm không đúng việc thì đổ lỗi nhân viên trong team. rất hay đi méc sếp bôi nhọ danh dự đồng nghiệp, tài lẻ thì chỉ biết bợ đít, vẽ việc trong khi bản thân không làm gì. miệng lúc nào cũng hỏi ý kiến mng thì chỉ lấy miếng cơm ngta rồi tự xài",J&T Express,product,,"199 Điện Biên Phủ, Phường 15, Quận Bình Thạnh Binh Thanh Ho Chi Minh",TRUE,TRUE,
